,parent_id,district,districtId,label,municipality,message_id,text,createdOn,predicted
475,23xnnr,Agder Politidistrikt,205,7,Kristiansand,23xnnr-0,Kl. 1134. Hittet sykkel. El-sykkel funnet i carport i området. Tas med til politiet som hittegods. Eier bes melde seg. ,2023-10-15T10:51:32.8296279+00:00,10
476,23ksxg,Sør-Øst Politidistrikt,204,12,Sør-Øst politidistrikt,23ksxg-0,"Politiet ønsker minst mulig biltrafikk i kommunene som har vært rammet av flom og skred i Hallingdal den siste tiden, og ber om at bilister unngår både hovedveier og tilstøtende veier i området inntil videre.",2023-08-09T11:56:39.9598146+00:00,7
484,2385q3,Vest Politidistrikt,207,11,Øygarden,2385q3-0,"Meldt om ein eldre seglbåt utan lys midt i skipsleia, til fare for seg sjølv og andre. Vedk ombord verkar ruset/berusa og avslår hjelp frå andre sjøfarande. Politiet er på veg. Me fekk slept seglbåten til kai med hjelp frå Redningsskøyten, skipperen (mann i 20-åra) fått pålegg om å utbetra farkosten og ikkje å stemna frå land før han er skikka til det.",2023-08-24T22:32:41.7159369+00:00,12
487,23cqq0,Vest Politidistrikt,207,6,Øygarden,23cqq0-0,"kl. 1955: Vi er på stedet etter melding om slagsmål mellom to personer utendørs like ved Sartor senter. Vi har kontroll. En av personene skadet, så det er sendt ambulanse mot stedet. Begge involverte er mindreårige.  Vi er i kontakt med foresatte. Vi avhører også vitner på stedet. En av de involverte kjøres legevakt for en sjekk. Vi oppretter sak.",2023-08-04T18:38:45.9033656+00:00,5
488,23c3x2,Vest Politidistrikt,207,1,Bergen,23c3x2-0,TIL INFO. VEDR. ØVELSE:  I dag (ca. 1830-2030) skal Vest pd. gjennomføre øvelser i trafikken. Trafikanter vil kunne oppleve sivile politibiler m/blålys og sirene som stanser trafikken. Stans vil være kortvarig. ,2023-10-16T12:32:59.1458841+00:00,7
494,23k7vr,Troms Politidistrikt,211,4,Nordreisa,23k7vr-0,"nødetatene rykker ut til utforkjøring i Sørkjosen. En personbil har kjørt av vegen, to personer i bilen. Det opplyses innledningsvis om lettere personskade.  på de involverte. Saken oppdateres. involverte personer er uskadde, en del materielle skader på bil og et autovern. Fører, en ung mann i tenårene fremstilt for blodprøve grunnet mistanke om ruspåvirket kjøring. Førerkortet hans er beslaglagt, sak opprettes.",2023-09-24T02:51:19.0228433+00:00,1
499,230mnp,Trøndelag Politidistrikt,209,7,Indre Fosen,230mnp-0,Politiet har nå kontroll på en mann som var utaggerende overfor helsepersonell.  Mannen blir anmeldt for vold mot ambulansepersonell og blir satt i arrest.,2023-09-17T14:23:00.527393+00:00,6
501,23z50v,Sør-Øst Politidistrikt,204,7,Tønsberg,23z50v-0,"Politiet har bortvist en kvinne i 30-årene fra sentrum, etter en ordensforstyrrelse på Farmandstorget. Kvinnen hadde utagerende atferd. Det har ikke blitt utøvd vold på stedet.",2023-08-13T16:11:55.6416978+00:00,5
508,23hcmb,Sør-Øst Politidistrikt,204,2,Siljan,23hcmb-0,"15:50 - Politiet rykket ut til Industrivegen etter melding om en bil i brann. Det er usikkert hvorfor bilen tok fyr. Bileier, en mann i 30-årene, pustet inn litt røyk og ble kjørt til legevakt for nærmere undersøkelse. Politiet oppretter sak. ",2023-08-20T15:21:43.9885976+00:00,4
513,230qj6,Trøndelag Politidistrikt,209,5,Trondheim,230qj6-0,"En mann har blitt uprovosert slått ned ved Bakke bro. Har vært bevisstløs, har blitt tatt med til sykehuset for behandling. Ukjent skadegrad.  Politiet oppretter anmeldelse. Fornærmede har fått kutt skader i ansiktet og blir på sykehuset for nærmere undersøkelser.  Politiet etterforsker videre i saken.",2023-09-02T00:21:40.3014613+00:00,6
542,237xvl,Trøndelag Politidistrikt,209,4,Rennebu,237xvl-0,"Vi rykker ut til en trafikkulykke mellom to kjøretøy på E6 nord for Buvatnet ved Berkåk. Skal ikke være alvorlig personskade, men det er trafikale utfordringer på stedet. Nødetatene har rykket ut. Alle involverte i trafikkulykken er uskadd,  driver med bilberging på stedet.  Fortsatt et kjørefelt er stengt. Veien er nå ryddet og åpnet igjen. En av bilene kom over i motsatt kjørefelt og traff den andre bilen. Mann i 30 - åra er mistenkt og førerkortet er tatt i beslag.",2023-07-21T17:08:14.0549171+00:00,1
544,237zdn,Agder Politidistrikt,205,11,Arendal,237zdn-0,Kl 2125. Politibåten har stanset båtfører som mistenkes for promillekjøring. Vedkommende fikk også båtførerbevis tatt i beslag. Blodprøve sikret. Vil også bli anmeldt for forulemping av offentlig tjenesteperson. ,2023-07-27T20:08:37.6456035+00:00,7
550,23xf66,Sør-Øst Politidistrikt,204,4,Skien,23xf66-0,Kl: 03:07 Politipatrulje kom over en mann som hadde falt av en sykkel og slått hodet i bakken. Ambulanse ble kontaktet og mannen ble kjørt til sykehus for undersøkelser og evt. behandling. Mannen var i 40 årene. ,2023-05-28T01:44:32.8272103+00:00,6
552,234ttx,Sør-Øst Politidistrikt,204,7,Porsgrunn,234ttx-0,"Nødetatene rykker ut, og bistår industrivernet på stedet - etter melding om lekkasje av saltsyre innendørs. Ambulansepersonell skal se til en person, uviss skadeomfang for politiet pr nå. Vi oppdaterer så raskt vi har flere opplysninger.  Nødetatene har ankommet Industriparken - og er etablert i KO. Det skal dreie seg om 50-60 liter med saltsyre som er lekket ut innendørs. Lekkasjen skal være stengt. Antall som har blitt eksponert skal være tre. Skadeomfang ukjent for politiet. To personer er kjørt til sykehus og en person får behandling på stedet. Politiet kjenner ikke til skadesituasjonen til disse. Alle er ansatte på stedet.  Det er kontroll på lekkasjen og ikke fare for nye ifølge fagfolk. Vi oppdaterer. De tre som er skadet er tre menn fra Telemark. En i 30-årene, en i 40-årene og en i 50-årene. Politiet kan fortsatt ikke si noe om skadegrad. Vi etterforsker hendelsen og forsøker å finne ut årsakssammenheng - flere oppdateringer har vi ikke nå. Patruljene våre er i ferd med å avslutte etterforskningen etter hendelsen inne på Herøya Industriområde. Vi har ingen nye opplysninger å gå ut med pr nå - verken når det gjelder årsakssammenheng eller skadestatus for de tre som er på sykehus.",2023-10-22T09:25:02.7762628+00:00,4
556,2396d7,Sør-Øst Politidistrikt,204,5,Drammen,2396d7-0,"En av patruljene våre måtte rykke ut til et veterinærkontor, etter at dyrlegen på stedet var redd for en utagerende og truende kunde. Ved vår ankomst hadde kunden roet seg betraktelig og han dro fra stedet etter en samtale med patruljen. Kontoret vurderer besøksforbud. ",2023-08-28T11:34:38.9438658+00:00,7
558,234s82,Vest Politidistrikt,207,7,Bergen,234s82-0,Meldt fra drosjesjåfør om to passasjerer som var truende og nektet å betale. Ingen fysisk skadet. Ut fra truslenes art er to menn (i 20 og 30-årene) pågrepet og innsatt i arrest. Sak opprettet.,2023-09-13T03:30:02.0518493+00:00,6
578,23vjxb,Vest Politidistrikt,207,6,Kinn,23vjxb-0,Klokken 0242 fikk politiet melding om slagsmål. flere personer involvert. Politiet rykket ut til stedet. Kontroll på en person med hevelse rundt øye. Dei andre som var involvert i slagsmålet er forsvunne frå staden.  Politiet oppretter sak.,2023-09-05T02:30:37.9399489+00:00,5
582,23704t,Øst Politidistrikt,202,4,Indre Østfold,23704t-0,"Kl 23.03: Melding om trafikkulykke på Heensveien mellom personbil og en elg. Store materielle skader på bil, mindre skader på en person. Elgen døde på stedet. Nødetatene er ferdige på stedet. Fører av bil kjøres til Kalnes for mulig armbrudd.",2023-07-19T22:16:01.1788441+00:00,1
588,23gqws,Sør-Øst Politidistrikt,204,1,Tønsberg,23gqws-0,"Kl. 0025: Politiet forsøkte og stanse et stjålet kjøretøy på E18 fra Lier til Tønsberg. Bilen var stjålet fra Øst politidistrikt. Fører, en gutt i tenåra stanset ikke for veisperring og kjørte ned to bommer ved stengte tunneler langs E18.  Fører stanset selv like utenfor E18 i Tønsberg. Ingen skade på person. Sak opprettet.",2023-07-31T04:29:07.47108+00:00,3
608,231xtb,Sør-Øst Politidistrikt,204,4,Larvik,231xtb-0,"Nødetatene er på E18 Bommestad nordgående retning etter melding om trafikkulykke med bil og bobil involvert. Ett felt er stengt pr-.nå. Oppdateres. Påkjørsel bakfra ifm. filskifte. 1 person er kjørt sykehus med ambulanse. Bilberging er på vei og trafikken dirigeres forbi i ett felt. Det var totalt 3 biler involvert og 5 personer, hvorav 1 av disse ble kjørt sykehus grunnet nakkesmerter. Politiet har avhørt involverte og oppretter sak. Veien er helt åpen igjen.",2023-08-10T14:14:38.7351662+00:00,1
612,2321cn,Vest Politidistrikt,207,7,Bergen,2321cn-0,"kl 1622: nødetatene rykket ut etter melding om gasslukt ombord på fly. Flyet er landet, passasjerer evakuert ut. Brannvesenet på stedet og undersøker. Trolig dunst fra hydraulikkolje som er kommet i ventilasjonen. 150 pax ombord i flyet. 13 av disse rapportert om lettere symptomer. Tilsett av helse på stedet. Ingen med behov for videre oppfølging.",2023-09-11T14:43:01.0656586+00:00,4
616,23mkwv,Sør-Øst Politidistrikt,204,5,Larvik,23mkwv-0,"I forbindelse med dag2 av Stavernfestivalen ble 7 personer bortvist av politiet, en ble anmeldt for bruk av narkotika, en ble innbragt til arrest grunnet beruselse, en ruset person ble overtatt av helse, det var det noe trafikale utfordringer ved Stavernsveien ",2023-07-08T00:05:30.1806262+00:00,7
621,23pdvs,Sør-Øst Politidistrikt,204,5,Skien,23pdvs-0,Kl. 13:45 Broen er midlertidig stengt av politiet pga et helsetilfelle. Omkjøring etter eget ønske. Broen vil snart åpnes igjen.  Broen er åpen for alminnelig ferdsel igjen.,2023-06-16T11:52:20.8852265+00:00,7
622,232w6h,Agder Politidistrikt,205,5,Arendal,232w6h-0,"Politiet har bistått en bussjåfør med å vekke to passasjerer, begge har nå forlatt bussen. ",2023-10-12T14:46:58.7881835+00:00,7
628,234tj3,Sør-Øst Politidistrikt,204,12,Sør-Øst politidistrikt,234tj3-0,"Flere områder rundt Drammensvanndraget er nå evakuert. Politiet har fått melding om at flere befinner seg i disse områdene . 
Politiet ber om at man forholder seg til retningslinjer gitt av kommunen av hensyn til egen sikkerhet.",2023-08-10T19:59:04.8336275+00:00,7
640,230515,Sør-Øst Politidistrikt,204,5,Tønsberg,230515-0,kl: 23:42 Mann i 30 årene ble pågrepet siktet for kroppskrenkelse. Forholdet har skjedd noe tidligere i kveld. Saken etterforskes. ,2023-05-28T22:24:14.5783413+00:00,6
641,23l7pf,Trøndelag Politidistrikt,209,4,Melhus,23l7pf-0,Melding om singelulykke MC som har veltet. Politi og amb på vei til Hølondvegen / Olderøyvegen. Pasienten er bevisst.,2023-10-12T14:24:28.111794+00:00,1
645,230f0c,Sør-Øst Politidistrikt,204,0,Tønsberg,230f0c-0,"Det har vært flere grove tyveriet fra bedrifter i Tønsberg, Stokke, Larvik -og en nesten ny BMW ble ribbet i Revetal. Fra Lier var det et pågående innbrudd som ble avbrutt og en mann pågrepet. Han fremstår profesjonell med utstyr og samband. Det er stjålet for store verdier. Vi har foretatt åstedsundersøkelser på alle steder. Vi ber likevel at folk og bedrifter er ekstra årvåkne og passer på at alarmer fungerer - og at vi ringes umiddelbart om noe er pågående eller har funnet sted.",2023-10-10T11:41:20.4369863+00:00,3
648,231qbd,Øst Politidistrikt,202,4,Nordre Follo,231qbd-0,"Singelulykke på Høyungsletta. Politiet er fremme på skadested.  Bil har kjørt av veien og truffet berget. Fører, mann i 20 årene, er alene i bilen. Fremstår moderat skadet. Kjøres til sykehus av ambulanse. Årsak til uhellet er ikke kjent.",2023-10-10T04:24:31.7851662+00:00,1
656,23glv5,Vest Politidistrikt,207,7,Lærdal,23glv5-0,"Kl. 1547 - Jordras: Meldt om stort jordras på strekningen mot gamle fergekaien. Trær og store vannmengder. Ingen personer eller kjøretøyet observert tatt av raset. Uviss størrelse pr nå. Veien er sperret. Politi- og brannmannskaper er på staden.  HRS sender et redningshelikopter over rasområdet. VTS stenger vegen fra Aurdal. Ingen personer er meldt savnet. Ingen boliger i området rundt rasstedet. Nødetatene på staden melder at det høres at det går flere mindre ras i området. HRS omprioriterer helikopteret til annet oppdrag. Fremdeles ikke meldt at personer er tatt/observert i raset. Lærdal kommune har etablert krisestab. Ingen personer er savnet eller observert tatt i raset. Ingen personer er evakuert. Er blitt benyttet drone i området for å få god oversikt over rasområdet. Lærdal kommune vil etter hvert vurdere rydding av veien. Veien inn mot rasstedet er sperret. Kommune og øvrige etater foretar vurderinger i fellesskap om videre tiltak rundt værforhold, opprydding m.m.",2023-08-08T14:03:03.4240271+00:00,12
659,23gzg2,Møre og Romsdal Politidistrikt,208,7,Sykkylven,23gzg2-0,Arbeidsuhell ved en bedrift i Sykkylven. Mann skadd i ei hånd/finger. Patrulje på stedet for undersøkelser. Sak oprettes.,2023-08-24T08:54:44.6489268+00:00,4
667,23bffz,Sør-Øst Politidistrikt,204,3,Tønsberg,23bffz-0,kl 00:59 - Vaktselskap meldte om innbruddsalarm fra en byggvarebedrift. Politiet rykket ut. På stedet fremsto det som noen hadde brutt seg inn. Politiet oppretter en sak på forholdet. ,2023-06-29T00:03:38.2615596+00:00,0
678,23x9k9,Agder Politidistrikt,205,6,Arendal,23x9k9-0,"03:40. En mann anmeldes for kroppskrenkelse, etter å ha kastet en gjenstand mot ansatt ved legevakten. Vedkommende ble bortvist fra stedet.",2023-08-15T04:42:44.452138+00:00,5
688,238wd0,Vest Politidistrikt,207,0,Kinn,238wd0-0,"Kl. 0307: Meldt fra boligadresse i Gate 4 at en ukjent mannsperson hadde tatt seg inn i 1. etasje og videre inn på et toalett. Vedkommende var alene og svært beruset. I 20-årene. Politi og brannvesenet rykket ut og fikk kontroll på vedkommende.  Personen hadde ikke vært fysisk mot noen. Ingen påført skader. Mistenkte utført en del skadeverk på toalettet. Ikke behov for helsetilsyn. Mistenkte blåste til over 2 i promille. Ikke bosatt i Måløy, men tilhørighet om bord i en fiskebåt. Familien på fire befant seg i boligen. Ingen påført skader, men naturligvis skremt av hendelsen. Mistenkte er nå overlevert skipper og øvrig mannskap på fiskebåten. Kjent id på vedkommende. Blir anmeldt for innbrudd og skadeverk.",2023-09-26T02:29:29.1063892+00:00,5
696,23tgln,Agder Politidistrikt,205,5,Arendal,23tgln-0,Mann i 20 årene hevder seg utsatt for vold. Kjørt til legevakt for sjekk. Politiet oppretter sak. ,2023-07-15T00:07:04.802287+00:00,6
704,23dc0s,Innlandet Politidistrikt,203,3,Tynset,23dc0s-0,"Kl 0916 Meldt om traktor som hadde veltet ute på et jorde. Nødetatene varslet.
Traktor hadde veltet over på siden, men ikke gått rundt. Fører fremstår uskadd, men kjøres legevakt for sjekk. Ingen lekkasjer. Følges opp videre.",2023-10-05T08:09:43.236902+00:00,1
705,23s6rs,Nordland Politidistrikt,210,3,Vefsn,23s6rs-0,Denne meldingen har blitt trukket.,2023-07-25T18:49:20.2170398+00:00,1
707,231892,Vest Politidistrikt,207,1,Tysnes,231892-0,"Meldt om lang ferjekø og tilløp til kaos, men det er håp: det er eigne dirigentar på kaien og ferja går i rute.",2023-07-16T12:45:29.255458+00:00,7
709,23nfd1,Sør-Øst Politidistrikt,204,7,Tønsberg,23nfd1-0,Patruljene rundt om i distriktet melder om at det har vært mange folk ute i det offentlige rom - både til lands og til vanns. Til tross for det har de ikke vært noen store/alvorlige hendelser i politidistriktet. 4 personer er totalt kjørt arrestene våre. ,2023-07-15T04:35:54.1346365+00:00,5
711,23d49x,Vest Politidistrikt,207,5,Bergen,23d49x-0,"kl 0200: nødetatene rykket ut etter melding om to personer i vannet. Viste seg å være to menn som hadde hatt et lite håndgemeng i forkant. Hjalp hverandre opp, vel forlikte. Ingen anmeldelse.",2023-10-22T04:26:59.5741663+00:00,7
713,2388pc,Troms Politidistrikt,211,6,Tromsø,2388pc-0,Politiet har innbrakt en mann til arrest. Mannen tok seg inn i et hus og utøvde vold mot 2 personer. Politiet har kontroll på stedet og har startet med avhør av de involverte. Sak opprettes. ,2023-08-11T21:37:09.632707+00:00,5
728,231nzd,Agder Politidistrikt,205,1,Tvedestrand,231nzd-0,En person går i veien og skriker. Politiet er på veg til stedet. Kjør forsiktig. Politiet er på stedet og i kontakt med aktuell person. Er beruset og ikke i stand til å ta vare på seg selv. Kjøres legevakt for sjekk og evt til drukkenskapsarrest om vedk ikke blir innlagt.,2023-08-20T14:34:34.8177997+00:00,5
730,237mvh,Nordland Politidistrikt,210,4,Bodø,237mvh-0,Melding om to personbiler som har kjørt i hverandre. De involverte er ute av kjøretøyene. Nødetatene på vei.  Snakk om påkjørsel bakfra. Begge bilene er flyttet ut av veien. Veien er åpen. To personer fraktes videre til lege for sjekk.,2023-10-03T08:01:58.4866005+00:00,1
735,23mjtk,Vest Politidistrikt,207,6,Kvinnherad,23mjtk-0,"kl 0224: Me vore på staden etter melding om slagsmål. To personar slåst, ein av dei fått skadar i hovud og hand. Ikkje behov for helsehjelp. Me opprettar sak. Dei involverte er menn, ein i 20-åra og ein i 50-åra. Dimittert etter snakk med politiet.",2023-09-24T04:09:53.2217342+00:00,5
736,23c1xq,Øst Politidistrikt,202,4,Nordre Follo,23c1xq-0,Ambulanse og en politipatrulje rykker ut til Gamle Mossevei. Melding om en syklist som har kollidert med et tre. Saktegående trafikk på stedet. Kvinne i 50 årene overtas av helse. Smerter i en arm. Syklet på en gammel trestamme langs veien. Vi avslutter på stedet.,2023-08-24T16:14:06.6481339+00:00,1
737,2395rd,Agder Politidistrikt,205,7,Risør,2395rd-0,"Kl.  1316, et tre har falt over en strømledning ved Risørveien. Dersom ledningen ryker faller treet på veien. VTS er varslet.",2023-09-25T11:27:59.7606405+00:00,1
739,23nnt0,Agder Politidistrikt,205,13,Grimstad,23nnt0-0,"Kl. 2104, melding om fem personer som behandles for mindre brannskader i forbindelse med at det ble fyrt opp bluss rett før pause i fotballkampen mellom  Jerv og Start. Skal være to voksne og tre barn som behandles på stedet etter gnister fra bluss. Det jobbes på stedet med og identifisere gjerningspersoner, men mange bluss som er fyrt opp.",2023-09-16T19:35:27.9040206+00:00,6
747,23kbr6,Vest Politidistrikt,207,5,Bergen,23kbr6-0,#Bergen #Lyngbø - kl 2331 vart det meldt at ein mann trua nokre andre personar med ein pistol på Lyngbø i Bergen. Skjedde utandørs i nærleiken av hovudvegen RV555. Det er ingen som er skadd. Politiet er i området og søkjar etter mistenkte. politiet har kontroll på fleire personar. Ingen som er skadd. Angående truslar med våpen så verkar dette noko uklart. Politiet undersøkjer forholdet nærare og prøver å avklara roller på dei involverte.,2023-08-12T21:44:14.8403549+00:00,7
753,233nxj,Trøndelag Politidistrikt,209,5,Trondheim,233nxj-0,"Huseier opplevde at barn kastet epler på huset hans.  Da barna ble konfrontert, truet det ene barnet huseier med en softgun. Patrulje har kontroll på stedet, og følger videre opp med barnas foreldre.  Gutten med softgun kjøres hjem til foreldre for en alvorsprat.",2023-09-18T17:56:06.018546+00:00,7
755,23pxfx,Øst Politidistrikt,202,7,Frogn,23pxfx-0,"Kl 0230. I forbindelse med kontroll av en person patruljen påtraff i Drøbak sentrum, ble det funnet flere kniver på ham. Patruljen oppretter sak på bæring av kniver uten aktverdig formål. Bortvist fra området. Mannen har tilhørighet i kommunen. Mannen ble påtruffet ved en tilfeldighet. Ingen meldinger om at han har oppført seg truende mot noen i forkant.",2023-07-23T01:52:07.7563905+00:00,5
761,239d42,Sør-Øst Politidistrikt,204,0,Lier,239d42-0,02:40 melding om mann som snoket rundt et hus og hadde brekkjern i hånda. Politiet til stedet. Mannen hadde ikke brutt seg inn. Han hadde forsvunnet fra stedet. Ikke funnet han igjen. ,2023-07-30T01:34:47.2132865+00:00,5
763,2360vz,Sør-Øst Politidistrikt,204,4,Midt-Telemark,2360vz-0,19:13 Nødetater har rykket ut til melding om person i vann i Åseåa ovenfor Vatnarvegen. Dykkere og redningshelikopter på vei til stedet.  Dykkere er nå på plass og klare til å ta seg frem til stedet. Stedet er utenfor allfarvei. Vedkommende har falt ut i en elv/foss. Personen som er savnet er fortsatt ikke funnet. Det er fortsatt fullt søk etter personen. Det er gjort funn av en person i søksområdet. Vedkommende er dessverre død. Pårørende er varslet.,2023-07-07T17:39:46.9845951+00:00,12
765,23d0wn,Vest Politidistrikt,207,1,Bergen,23d0wn-0,"19:36 - Trafikkuhell i rundkøyring. To bilar involverte i ulykka. Ingen personskade. Ein bil køyrt i siden på ein annen, i samband med øvelseskøyring. ",2023-08-13T18:49:15.42169+00:00,4
776,23hdv0,Vest Politidistrikt,207,6,Bergen,23hdv0-0,"Mann, 19 år, knivstukket i kneet. Forholdet skal ha skjedd i området ved St. Paul kirke. Han er ikke alvorlig skadd, kjørt BLV for behandling av kuttet. PolitIet søker etter en navngitt mistenkt.  Politiet avslutter søket etter den navngitte mistenkte. Politiet vil prøve å sikre videooverkning fra området. Fornærmede vil bli avhørt i løpet av kvelden.",2023-09-01T18:07:31.7847021+00:00,7
790,23cdl0,Troms Politidistrikt,211,5,Senja,23cdl0-0,Beruset mann med kniv hadde tatt seg inn og sovnet på treningssenteret FEEL24. Manne hadde ikke kommet seg inn i leiligheten hvor han skulle overnatte. Politiet oppretter sak på bæring av kniv på offentlig sted og har tatt beslag i kniven. ,2023-08-26T08:23:32.2105649+00:00,7
792,23d7j6,Innlandet Politidistrikt,203,5,Lillehammer,23d7j6-0,Kl. 2340: Meldinger om avfyrt skudd i området. Politiet rykket ut med flere ressurser og en mann i 30-årene ble pågrepet etter kort tid. Skal ha avfyrt et håndvåpen i lufta. Ingen er skadet. Mannen er satt i arrest og saken etterforskes videre. ,2023-09-14T01:19:19.6287924+00:00,7
797,237c1w,Trøndelag Politidistrikt,209,1,Trondheim,237c1w-0,"Politiet fikk melding kl. 0850 om en søppelbil med motorstans i i Midtbyen, som medførte en del kødannelse på stedet. Bilberging er bestilt og politiet er på stedet. Politiet på stedet melder at trafikken går sakte forbi. Søppelbilen berget.",2023-10-16T07:20:09.03721+00:00,4
799,239xjj,Trøndelag Politidistrikt,209,7,Trondheim,239xjj-0,"Politiet bistår pårørende med å finne en 84 år gammel dame som er savnet fra institusjon. Hun er ca 159 cm høy, mørk jakke, brunt/grått hår og briller. Damen funnet i god behold.",2023-07-17T17:32:33.8387824+00:00,8
802,233z36,Sør-Øst Politidistrikt,204,1,Drammen ,233z36-0,kl 04:35 - Politiet er på stedet etter melding om bil som har kjørt ut av veien ved skolen.  Bilen er påsatt uriktige kjennemerker. Politiet er i kontakt med noen ungdommer om mistenkes for å ha stjålet bilen.  Bilen er hjemmehørende i Kristiansand. Skiltene er tatt fra en bil noen kilometer unna der bilen ble funnet. Guttene innbringes til politistasjonen.,2023-06-12T03:31:04.5523872+00:00,3
817,231q1m,Sør-Øst Politidistrikt,204,7,Tønsberg,231q1m-0,"En omsorgsbolig savner en dement kvinne i 80 årene. Hun har blå jakke, mørk bukse, 165 høy, litt kraftig. Mulig hun har med seg rullator. Vi har bistand fra politihelikopteret i søket. Ber om at observasjoner ringes inn på 02800.  Dama kommet til rette. En politipatrulje kom over damen. Hun er i god behold.",2023-07-26T18:59:00.0592773+00:00,8
819,23l7jx,Agder Politidistrikt,205,7,Grimstad,23l7jx-0,"Kl. 2032. Melding om mann som er savnet fra Frivolltun omsorgssenter. 80 år gammel. Dement. Trolig iført blå jakke, ca. 180 cm høy, normal kroppsbygning, mulig mørke joggesko, lyst kort hår. 
Politiet leter i området.  Dersom publikum gjør observasjon kontakt politiet på telefon 02800. Denne meldingen har blitt trukket. Savnede er kommet til rette igjen. Tusen takk til publikum for god informasjon som førte til at savnede ble funnet raskt.",2023-09-27T18:53:09.6696352+00:00,8
824,23v5tz,Trøndelag Politidistrikt,209,7,Trondheim,23v5tz-0,"Skadeverk på Byåsen skole. 4 mindreårige gutter, 3 på sparkesykkel og en uten. De har tømt to pulverapparat i skolegården. Ikke  påvist brudd på skolen. Ungdommene observert av vitner. Oppfordres til å melde seg for politiet og erkjenne forholdet.",2023-07-12T02:50:55.3197414+00:00,4
829,23gdcz,Møre og Romsdal Politidistrikt,208,5,Ålesund,23gdcz-0,KL 0343.En mann i 20 årene ble pågrepet etter å ha gått til angrep på en eldre mann født i 63.Årsaken til angrepet er uklart.Fornærmede ble sett til av helse. Mistenkte ble litt tidligere på kvelden bortvist fra sentrum etter å ha laget bråk. Sak blir opprettet.,2023-07-23T03:05:52.1734747+00:00,6
832,237dbn,Trøndelag Politidistrikt,209,3,Lierne,237dbn-0,"Politiet stanset en bil på fv 74. Bilen viste seg å være stjålet. Fører ,mann 19 år, mistenkes for kjøring i påvirket tilstand. Han har aldri hatt førerkort. Sak opprettes.",2023-07-18T02:06:39.019096+00:00,1
837,23l75d,Sør-Øst Politidistrikt,204,5,Horten,23l75d-0,"Kl. 16:33 Mann i 30-årene bortvist fra sentrum, grunnet tyveri fra en butikk. Anmeldes fra butikken. ",2023-07-04T15:55:28.3627311+00:00,3
841,23lgwq,Møre og Romsdal Politidistrikt,208,9,Sula,23lgwq-0,En mann har utført skadeverk på en parkert bil i Langevåg i natt. Frontruta på bilen er knust. Politiet har opprettet sak og jobber med å identifisere gjerningsmannen. Kontakt politiet på 02800 om du har opplysninger i saken.,2023-09-09T07:29:04.8062808+00:00,7
845,233dmz,Sør-Øst Politidistrikt,204,1,Notodden,233dmz-0,16:08 Nødetater rykker ut til trafikkulykke ved innkjøringen til UnoX. To biler har kollidert ved en påkjørsel bakfra. Virker ikke å være alvorlig. Oppdateres.  Den ene bilen står ute i veibanen. Mye trafikk og trafikken går sakte forbi. Det har vært en person i hver bil. Ingen alvorlig skadet.,2023-06-28T14:14:00.6008306+00:00,4
846,23c9zv,Øst Politidistrikt,202,7,Lillestrøm,23c9zv-0,"Nødetatene er i #Buegata etter melding om gasslekasje. Det foregår arbeid på stedet, og det har vært mindre gasslekasje fra en 300 liters propantank. Det er kontroll på stedet og ingen lekkasje nå.",2023-07-18T07:47:06.2781041+00:00,4
851,23t8dk,Trøndelag Politidistrikt,209,5,Trondheim,23t8dk-0,"Politi og brann rykket ut til et overnattingssted på Sandmoen etter melding kl. 2308 om bråk og krangling. Det gikk også en brannalarm på stedet.
Ingen brann, men alle boende står på utsiden. Uoversiktlig hva som har skjedd og politiet jobber på stedet. Det har vært krangel mellom flere personer. Det er begått skadeverk ved at en rute er knust. En person har selv tatt seg til legevakten.",2023-09-14T22:02:37.8837772+00:00,2
856,23mhvc,Agder Politidistrikt,205,5,Arendal,23mhvc-0,Kl. 1848. Melding om mann som har forsøkt å ta seg inn i en bil og en bolig i nærheten av Presteveien. Politiet er i området og leter etter mannen. Mannen skal gå i en gul refleksjakke. Observasjoner meldes til politiet.  Politiet har kontroll på mannen. Funnet inne i en garasje i området etter gode vitneobservasjoner. Politiet undersøker hva som har skjedd. En mann er innbrakt til politiet. Anmeldt for skadeverk.,2023-10-23T17:10:02.5725594+00:00,7
863,239rnf,Sør-Øst Politidistrikt,204,1,Larvik,239rnf-0,"Politi og ambulanse har vært i Tjønnaveien, etter at en syklist ble funnet bevisstløs ved siden av sykkelen sin. Førstehjelp ble igangsatt av forbipasserende, og pasienten ble hentet av luftambulanse - skadegrad ukjent for politiet. Vi undersøker saken nå.  Etter at patruljen har foretatt åstedsundersøkelse - er det ikke noe nå som tyder på at det har skjedd noe straffbart - men ingen har sett selve hendelsen. Vi oppretter sak.",2023-07-14T21:57:01.8798223+00:00,4
865,23vb4n,Agder Politidistrikt,205,4,Froland,23vb4n-0,"Kl 1538. Melding om trafikkulykke mellom Blakstad og Osedalen - ATV skal ha krasjet i krysset Nidelvvegen og RV42. Pasient skal være våken og bevisst, skadegrad utover dette er ukjent. Nødetatene er på vei. Oppdateres.  Nødetatene er på stedet og har startet sitt arbeid. Trafikken går greit forbi stedet - pasient får tilsyn fra ambulansepersonell. Fremstår ikke som alvorlig skade. En person kjøres legevakt for nærmere sjekk og evt behandling.",2023-08-23T13:42:48.4175126+00:00,1
