,parent_id,district,districtId,label,municipality,message_id,text,createdOn,updatedOn
4094,230t09,Agder Politidistrikt,205,1,Iveland,230t09-1,En mann tas med til lokal legevakt i første omgang for oppfølging der. Bilen står i grøfta.,2023-09-28T14:06:31.3973042+00:00,
13266,2351nv,Sør-Øst Politidistrikt,204,4,Kviteseid,2351nv-0,kl 14:39 - Nødetater er på vei til E134 etter melding om trafikkulykke. Enslig kjøretøy skal ha truffet autovern. 4 personer involvert. Publikum dirigerer trafikk på stedet. Oppdateres når nødetatene ankommer stedet ,2023-07-27T12:57:32.8999199+00:00,
5187,23m2vf,Vest Politidistrikt,207,2,Vaksdal,23m2vf-2,1256: Brannen på kjøkkenet meldt slukket.,2023-09-21T10:58:17.5049221+00:00,
2613,23j13w,Agder Politidistrikt,205,7,Kristiansand,23j13w-0,"Kl. 0145, melding om at noen roper på hjelp i området Lømslandsvei. Patrulje sjekker i området.",2023-10-07T23:55:50.452481+00:00,
16211,237f52,Sør-Øst Politidistrikt,204,5,Færder,237f52-0,23:30 Fikk vi melding om at en kvinne ikke ville forlate en restaurant. Kvinnen var full og skrek og utagerte på stedet. Hun ble fremstilt på legevakta og deretter innsatt i arrest. Hun blir anmeldt for forulemping og vold mot politiet. ,2023-06-26T00:06:40.764316+00:00,
8632,23q0b9,Innlandet Politidistrikt,203,1,Ringsaker,23q0b9-0,Kl. 0031: Politiet har stanset en bil hvor fører ikke hadde gyldig førerkort. Fører var en dame i 30-årene. Anmeldes.,2023-08-29T23:43:52.6788108+00:00,
3555,23h7pw,Sør-Øst Politidistrikt,204,5,Porsgrunn,23h7pw-0,"21:45 Politiet har vært på stedet etter melding om ordensforstyrrelse. Dreier seg kun om munnhuggeri, ingen er skadet. Tre menn er bortvist fra sentrum. Politiet er ferdige på stedet.",2023-10-01T19:16:22.7210067+00:00,
7155,23g48h,Vest Politidistrikt,207,12,Ullensvang,23g48h-1,kl. 0050: Savnede ble funnet av redningshelikopter. Våken og oppegående. Aksjonen avsluttet. Politiet takker for god innsats fra alle frivillige mannskaper.,2023-09-09T02:16:48.2081055+00:00,
9640,23j28f,Sør-Øst Politidistrikt,204,1,Porsgrunn,23j28f-0,UP har avholdt trafikk kontroll i forbindelse med aksjon skolevei ved Grønli barneskole.  17 førere fikk forelegg for å ha kjørt for fort - høyeste hastighet ble målt til 59 km/t i 40-sonen. I tillegg ble en lokal fører mistenkt for ruskjøring. ,2023-08-23T09:27:24.581679+00:00,
15452,2333pk,Øst Politidistrikt,202,2,Ullensaker,2333pk-1,Brannen er slukket og det er kontroll. Har brent i uthus som er tilknyttet barnehage i Gamlevegen. Vi har kontroll på noen barn som innrømmer å ha lekt med fyrstikker og brennbar væske.,2023-07-09T12:47:59.1441588+00:00,
4948,23hbc8,Agder Politidistrikt,205,1,Tvedestrand,23hbc8-0,"Politipatrulje har stanset bil med fører som ikke innehar gyldig førerkort. Fører, en kvinne i 20 årene, anmeldes for dette.",2023-09-23T02:11:32.2829409+00:00,
15423,23tgwh,Sør-Øst Politidistrikt,204,4,Sandefjord,23tgwh-2,Nødetatene har avsluttet på stedet.,2023-07-09T21:24:18.2096336+00:00,
8820,23k3bn,Innlandet Politidistrikt,203,1,Gjøvik,23k3bn-0,Utrykningspolitiet har avholdt fartskontroll i skiltet 50 sone. 9 Forenklede forelegg er utstedt. Høyeste hastighet 69 km/t. ,2023-08-28T12:46:24.2829307+00:00,
14655,23vsnp,Sør-Øst Politidistrikt,204,5,Tønsberg,23vsnp-0,"Ei lokal dame i 30-årene blir nå kjørt arresten, etter at hun i beruset tilstand sloss og småkranglet med folk. Hun blir også anmeldt for vold mot politiet, og for å nekte å oppgi personalia. ",2023-07-16T00:31:24.2916618+00:00,
1605,23cv3d,Vest Politidistrikt,207,7,Vest politidistrikt,23cv3d-0,Politiet fått meldinger om tre over vei på Seimsfoss i Kvinnherad og i Rosenbergsgaten i Bergen sentrum. Også melding om skilt som blåst ut i veibanen på Puddefjordsbroen. Aktuelle kommuner og veitrafikksentralen varslet og de følger opp. ,2023-10-14T16:31:38.4792737+00:00,
15523,23z826,Sør-Øst Politidistrikt,204,5,Sandefjord,23z826-0,"kl 00:51 - Melding fra utested om en mann som angrep en dørvakt. Politiet kom til stedet og bortviste involverte, mann i 30 årene fra sentrum. Dørvakt anmelder forholdet i ettertid. ",2023-07-09T00:24:57.8766262+00:00,
11988,23qtrx,Vest Politidistrikt,207,12,Ullensvang,23qtrx-1,"Politiet og HRS iverksetter søk etter en savnet gutt på 7 år som er kommet bort fra familie på fjelltur. Frivillige og SAR Queen-helikopter deltar i søket. Beskrivelse: Rød caps , svart genser med hvite ermer, svart bukse. Tipstlf. 5555 6045.",2023-08-06T15:35:05.852751+00:00,
539,23frnz,Sør-Øst Politidistrikt,204,2,Porsgrunn,23frnz-0,05:09 - Nødetatene rykker ut etter melding om brann i en bolig. Usikkert omfang og type bolig. Det er beboer i huset som er melder til oss. ,2023-10-21T03:12:22.376062+00:00,
7230,238jph,Sør-Øst Politidistrikt,204,1,Lier,238jph-3,"Bilfører, en kvinne i slutten av tenårene fra Asker, blir kjørt akuttmottaket Drammen sykehus i ambulanse. Skadeomfang ukjent for politiet.",2023-09-08T13:44:56.1375912+00:00,
887,23565c,Øst Politidistrikt,202,7,Indre Østfold,23565c-0,"Kl 0145; politiet stanser en bil for kontroll. Der viser det seg at det ligger et haglegevær på passasjersetet. Ammunisjon ligger ved siden av. Fører, mann i 20 årene, sier han har vært på jakt. ",2023-10-19T02:35:54.2020705+00:00,
9422,23swx7,Nordland Politidistrikt,210,6,Bodø,23swx7-3,Politiet oppretter sak på forholdet.,2023-08-24T19:04:51.7701064+00:00,
16507,23vw05,Sør-Øst Politidistrikt,204,7,Bamble,23vw05-4,Nødetatene har avsluttet på stedet.,2023-06-19T20:04:00.5983612+00:00,
1530,23mxkt,Møre og Romsdal Politidistrikt,208,6,Volda,23mxkt-0,En person er fraktet i ambulanse til Volda sykehus etter en voldshendelse i sentrum. Vedkommende var oppegående med et kutt i pannen. Gjerningspersonen har forlatt stedet. Politiet er på stedet og i kontakt med vitner.,2023-10-14T23:41:20.5420086+00:00,
16006,23842k,Sør-Øst Politidistrikt,204,3,Sandefjord,23842k-0,3 menn i aldersspenn fra 40 til 60 år er bortvist fra en dagligvarebutikk i Kamfjordgata. De tre mennene stjal flere varer fra butikken. Politiet oppretter sak på tyveriet. ,2023-06-30T13:47:45.5097583+00:00,
9894,23bgs8,Sør-Øst Politidistrikt,204,1,Midt-Telemark,23bgs8-0,"Politiet har hatt kontroll ved Gvarv skole ifm aksjon skolevei. 
52 stk ble kontrollert ifm promille og beltebruk. Alle ok.",2023-08-21T11:51:32.4992447+00:00,
7338,23l08n,Troms Politidistrikt,211,1,Tromsø,23l08n-0,@utrykningspol fremstiller en mann i 20 årene for bevissikring da han mistenkes for å ha kjørt bil i ruspåvirket tilstand. Sak opprettes.,2023-09-07T20:34:08.5464948+00:00,
1715,23xvsk,Innlandet Politidistrikt,203,1,Gjøvik,23xvsk-0,Kl. 0138: Politiet har stanset en bil hvor fører var beruset. Tatt med for blodprøve. En mann i 20-årene anmeldes for kjøringen. Førerkortet er beslaglagt.,2023-10-14T00:58:55.8805114+00:00,
14313,23ftxr,Sør-Øst Politidistrikt,204,1,Porsgrunn,23ftxr-0,"UP patrulje stanset en bil for kontroll. Fører, kvinne i 60 årene, hadde ikke gyldig førerkort. 

Saken anmeldt. ",2023-07-18T17:48:38.1218296+00:00,
2738,23ktx0,Innlandet Politidistrikt,203,4,Gran,23ktx0-1,"En person ivaretatt av helsevesen. Han, en mann i starten av 30-årene, har fått sitt førerkort tatt i midlertidig beslag og politiet oppretter sak.",2023-10-07T13:11:52.7378125+00:00,
15682,23fh1v,Sør-Øst Politidistrikt,204,3,Drammen,23fh1v-3,Vi har funnet 3 mann som var involvert. Han ble besluttet pågrepet.,2023-07-07T20:54:24.0952309+00:00,
2113,232l4g,Trøndelag Politidistrikt,209,1,Melhus,232l4g-0,"UP har hatt fartskontroll i 40-sona på Brubakkhaugen.  22 sjåfører gitt forenklet forelegg pga høy fart, og én pga bruk av mobiltelefon.",2023-10-11T13:49:19.9303614+00:00,
7471,23660w,Agder Politidistrikt,205,1,Arendal,23660w-0,"Politiet har hatt trafikkontroll på FV420. 4 bilførere har fått forenklet forelegg for fart. Høyeste hastighet 65 km/t i 50 sone. 
1 er det opprettet anmeldelse på for fart da vedkommende ikke ønsket å vedta forenklet forelegg. ",2023-09-07T10:56:31.441976+00:00,
14510,23kpxx,Nordland Politidistrikt,210,1,Hemnes,23kpxx-0,Melding om trafikkulykke på E6 Urlandet nord for Finneidfjord. Et kjøretøy som har kjørt ut av E6 og ligger på taket. Ikke meldt om personskader. Trafikken står på stedet. Nødetatene på tur til stedet. Oppdateres.,2023-07-17T08:04:31.2458021+00:00,
483,233nng,Sør-Øst Politidistrikt,204,1,Drammen,233nng-2,Fører blir undersøkt av ambulansepersonell.,2023-10-21T14:38:35.8823155+00:00,
16196,23hb2h,Sør-Øst Politidistrikt,204,1,Ringerike,23hb2h-2,Veien er ryddet og politiet har avsluttet på stedet. Fremstår som et hendelig uhell uten personskade.,2023-06-26T13:53:04.555175+00:00,
12114,23v8j4,Agder Politidistrikt,205,0,Kristiansand,23v8j4-0,Kl 2250. Politiet har gjennomført åstedsundersøkelse i enebolig i Søgne etter melding innbrudd. Det er stjålet en del smykker og sølvtøy. Politiet oppretter sak. ,2023-08-05T22:45:10.0375831+00:00,
8654,230pgh,Øst Politidistrikt,202,2,Fredrikstad,230pgh-0,Melding om mulig brann i en leilighet i Aldershjemveien. Alle nødetater er på vei.,2023-08-29T18:20:48.0494885+00:00,
261,23cfdz,Sør-Øst Politidistrikt,204,7,Tønsberg,23cfdz-0,"Søk er iverksatt etter savnet dement mann fra Re helsehus. Beskrivelse: Norsk mann normal kroppsfasong, mørkegrå genser, hvit t-skjorte, skallet. Trolig i god fysisk form. Sist observert ca kl 2000 til fots. Politiet ønsker tips om observasjoner. ",2023-10-22T19:13:17.1881501+00:00,
13970,230ktg,Møre og Romsdal Politidistrikt,208,1,Rauma,230ktg-0,"#E136. En bil har kommet utfor vegbanen og kommet bort i autovernet. Bilen fikk punktert et dekk. Fem personer i bilen, alle i bilen ble sett til av helse. Ikke personskade. ",2023-07-21T21:43:10.7397649+00:00,
15844,23mp1t,Sør-Øst Politidistrikt,204,5,Drammen,23mp1t-0,"Vi er på Bragernes torg etter melding om slossing mellom flere personer. To personer lå på bakken da vi ankom, men ingen skal være alvorlig skadet. Hendelsen skal ha startet i køen til et utested. Vi søker etter flere gj.personer i området.",2023-07-05T01:36:17.3402493+00:00,
13741,234r7q,Sør-Øst Politidistrikt,204,4,Nore og Uvdal,234r7q-3,Alle tre bilene har kjørt i samme retning. To av bilene hadde forsøkt forbikjøring samtidig og dermed hadde ulykken oppstått.,2023-07-23T10:38:07.260934+00:00,
6242,23pztb,Sør-Øst Politidistrikt,204,7,Seljord,23pztb-0,"I løpet av ettermiddagen, i tidsperioden 15-21 vil det pågå samtrening med nødetater. Grunneiere og kommune er orientert. Tilstedeværelse av nødetatene vil være synlig i forbindelse med øvelsen.",2023-09-14T14:02:08.1680216+00:00,
10960,23vl1b,Sør-Øst Politidistrikt,204,1,Tønsberg,23vl1b-0,"10:00 UP har hatt promillekontroll på stedet. Resultat: 35 kontrollerte sjåfører, hvorav én blåste til over lovlig verdi. Dreier seg om en mann i 60-årene. Fremstilt for videre prøver og sak opprettes.",2023-08-14T08:07:39.1561894+00:00,
17120,232n8p,Sør-Øst Politidistrikt,204,1,Tønsberg,232n8p-0,09:45 UP har hatt fartskontroll i 40-sonen på Sem. Resultat: 11 forenklede forelegg.,2023-06-06T07:52:10.3656063+00:00,
15284,23v08z,Trøndelag Politidistrikt,209,1,Indre Fosen,23v08z-0,"Politiet rykker ut til trafikkulykke på Skaugdalsvegen ved Sagmyra. En lastebilhenger skal ha veltet, det er ikke meldt om personskade. Redusert framkommelighet forbi ulykkesstedet som også kan komme brått på andre trafikanter. ",2023-07-11T05:16:32.4427814+00:00,
12406,2304f1,Nordland Politidistrikt,210,1,Sørfold,2304f1-0,Laserkontroll gjennomført av UP i 80-sone. 4 forenklede forelegg. Høyeste hastighet 93 km/t. ,2023-08-03T19:33:58.1823785+00:00,
10039,23rqsq,Øst Politidistrikt,202,2,Sarpsborg,23rqsq-1,Det er en dobbelgarasje som brenner. Denne vil brenne ned. totalt 9 beboere/ansatte evakuert.,2023-08-20T09:47:32.7196978+00:00,
8210,238ntg,Trøndelag Politidistrikt,209,1,Namsos,238ntg-0,"UP har hatt trafikk kontroll, utstedt 2FF og 2 beslag av førerkort for kjøring 96 km/t og 97 km/t i skiltet 60 sone.",2023-09-01T22:57:59.5514231+00:00,
5636,23676q,Øst Politidistrikt,202,1,Lillestrøm,23676q-1,Uhellet skjedde ved at lastebilen kjørte inn i personbilen. Trolig ingen personskader. Men alle blir sjekket av helse på stedet.,2023-09-18T08:34:51.7334414+00:00,
2425,23n0cg,Agder Politidistrikt,205,1,Farsund,23n0cg-0,Nødetater rykker ut til melding om trafikkulykke FV43 ved Viksvatnet. En bil med en person i som har kjørt ut av vei i sving. Rundvelt. Bilen skal være helt ute av  veibanen. Fører er ute av bilen og ved bevissthet. ,2023-10-09T08:37:56.5481512+00:00,
13087,2392k2,Troms Politidistrikt,211,1,Harstad,2392k2-0,En bilfører i 20 årene ble målt til 134 km/t i 60 sone. Førerkort beslaglagt og sak opprettet av UP - @utrykningspol. ,2023-07-28T20:32:45.5145662+00:00,
13897,238m8w,Sør-Øst Politidistrikt,204,4,Midt-Telemark,238m8w-0,"13:58 Nødetater rykker ut til arbeidsulykke. En truck har kommet utfor en skrent og trillet rundt og veltet. Fører har kommet seg ut på egenhånd, våken men har smerter. Luftambulansen er også på vei til stedet. Oppdateres.  ",2023-07-22T12:11:40.2915902+00:00,
11846,23dwxv,Trøndelag Politidistrikt,209,4,Trondheim,23dwxv-1,"Personbil med to personer involvert. Begge oppegående, og kjørt inn med ambulanse for sjekk. Fører opplyste å ha kjørt unna for en rev. Bilen traff en stolpe under ei bru. Materielle skader på bilen. Ingen skader på bru. Politiet oppretter sak.",2023-08-08T03:30:47.2405568+00:00,
14345,23rg01,Øst Politidistrikt,202,1,Gjerdrum,23rg01-3,Pga arbeidet på stedet er det nedsatt fremkommelighet. Trafikken går pr nå sakte forbi i ett felt.,2023-07-18T14:28:23.1617451+00:00,
9137,23cz85,Trøndelag Politidistrikt,209,1,Levanger,23cz85-0,"UP har stanset et kjøretøy på E6 Gråmyra, der fører i 30 åra var påvirket av alkohol. Bevissikring, førerkortbeslag og anmeldelse.",2023-08-26T12:17:08.1359869+00:00,
10701,23013r,Sør-Øst Politidistrikt,204,2,Drammen,23013r-2,Nødetatene har avsluttet på stedet. Det var branntilløp i et batteri. Brannvesenet har luftet ut.,2023-08-16T07:36:43.5246672+00:00,
10243,2326gq,Øst Politidistrikt,202,1,Ullensaker,2326gq-0,"UP har hatt trafikkontroll. Resultatet av denne ble: 6 Forenklede forelegg (FF) for hastighet. Høyeste målte hastighet var 103 km/t i 60-sonen.
I tillegg fikk 7 stk FF for bruk av mobil under kjøring og 1 person mistet FK pga. prikker etter mobilbruk.",2023-08-19T10:44:54.6754412+00:00,
8934,238m0v,Trøndelag Politidistrikt,209,1,Midtre Gauldal,238m0v-0,UP har hatt laserkontroll i 60-sone på Fv. 30 ved Singsås kro & pub. Utferdiget 15 forenklede forelegg. 5 førere fikk førerkortet beslaglagt. Høyeste hastighet var 98 km/t. ,2023-08-27T14:13:04.0167684+00:00,
9281,23544z,Trøndelag Politidistrikt,209,1,Trondheim,23544z-0,UP har gjennomført trafikkontroll i 40-sone. Det ble skrevet ni forenklede forelegg og høyeste hastighet ble målt til 76km/t.,2023-08-25T13:53:31.4232987+00:00,
11713,23777v,Vest Politidistrikt,207,7,Ullensvang,23777v-1,Representant fra kommunen er på staden. Politi på veg for å bistå med iverksettelse og  vurderinger opp mot videre tiltak.,2023-08-08T20:15:56.9149433+00:00,
6470,23mn3x,Sør-Øst Politidistrikt,204,1,Ringerike,23mn3x-0,10:45 Patruljen stanset mannlig motorsyklist i 30-åra for kontroll. Han hadde ikke gyldig førerkort og blir anmeldt. ,2023-09-13T09:07:22.7178669+00:00,
2965,23551v,Finnmark Politidistrikt,212,1,Vadsø,23551v-0,: kl. 0845: Politiet har gjennomført promillekontroll i Oscarsgate. 24 bilister kontrollerte. Ingen reaksjoner.,2023-10-06T06:49:26.9820544+00:00,
17462,23rt8c,Sør-Øst Politidistrikt,204,5,Porsgrunn,23rt8c-0,"Mann i 20 årene ble bortvist fra sentrum for resten av natten. Mannen hadde blitt bortvist fra et utested, men kom tilbake flere ganger og kranglet med vaktene.",2023-05-28T00:28:14.6002094+00:00,
6000,23q7ht,Troms Politidistrikt,211,1,Bardu,23q7ht-0,"To personer i 20-årene er brakt til lege for nærmere konsultasjon, etter å ha blitt påkjørt av en personbil. Hendelsen har skjedd inne på et militært område. Blodprøve sikret, da fører mistenkes for å ha vært påvirket. ",2023-09-15T23:31:27.7400218+00:00,
14095,23g7ht,Møre og Romsdal Politidistrikt,208,1,Sunndal,23g7ht-0,Enslig bil kjørt ut av veien. Kun fører  i bilen. Ingen personskade.  Mistanke om ruskjøring. Bilfører hadde ikke gyldig førerkort. Blodprøve blir tatt. Politiet oppretter sak. ,2023-07-20T22:13:39.2687247+00:00,
16869,23xsj8,Sør-Øst Politidistrikt,204,1,Skien,23xsj8-0,"17:50 Politiet er på stedet etter melding om trafikkuhell. Skal ha vært to biler involvert, men disse har forlatt stedet. En av bilene har truffet et gjerde og skadet dette. Eier av gjerdet ble ikke varslet av aktuell sjåfør.",2023-06-12T16:22:53.3329208+00:00,
6752,23pzrm,Øst Politidistrikt,202,4,Lillestrøm,23pzrm-1,"Nødetatene fremme på stedet. Ingen personskader. Personbil og lastebil som har hatt en sammenstøt. Kjøretøyene er tatt av E6, veien er åpen igjen.",2023-09-11T06:08:14.2675267+00:00,
9761,23xb1d,Nordland Politidistrikt,210,1,Vefsn,23xb1d-0,"Kl 1415: politiet har vært på stedet ifm med en trafikkulykke, lastebil mot bil, hvor politiet mistenker at personbilen har brutt vikeplikten. Fører av personbil fraktet til legevakt for undersøkelser. Politiet oppretter sak.",2023-08-22T13:04:28.3578274+00:00,
13948,2349nn,Møre og Romsdal Politidistrikt,208,1,Kristiansund,2349nn-0,"Promillekjøring. En mann i slutten av 40 årene ble stoppet i en promillekontroll. Han var beruset. Tas med til blodprøvetaking. Sak opprettes, førerkortet beslaglagt.",2023-07-22T00:12:25.4830791+00:00,
10910,23zxbw,Agder Politidistrikt,205,1,Grimstad,23zxbw-4,Bilene som var involvert i ulykken er borte. Veien åpnes i begge felt.,2023-08-14T14:58:28.3561856+00:00,
13876,23lw42,Sør-Øst Politidistrikt,204,4,Bamble,23lw42-0,18:54 - Politi og ambulanse er på vei til Brugata etter melding om trafikkulykke. Enslig MC med to personer involvert . En person skal ha falt av under fart. Oppdateres når nødetater ankommer stedet ,2023-07-22T17:06:01.9745467+00:00,
433,23kmcx,Innlandet Politidistrikt,203,1,Gjøvik,23kmcx-1,Det er ingen personskader. Det oppsto skade på en låve og det blir opprettet forsikringssak mellom partene.,2023-10-21T21:18:26.976587+00:00,
12297,235hpq,Agder Politidistrikt,205,1,Kristiansand,235hpq-0,UP har avholdt promillekontroll på stedet. 105 bilførere kontrollert. En bilfører mistenkes for kjøring i påvirket tilstand. Førerkortet beslaglegges og sak opprettes.,2023-08-04T20:04:07.132997+00:00,
12120,230rk4,Agder Politidistrikt,205,5,Tvedestrand,230rk4-1,Rolig på stedet nå. Ingen ansamling av ungdommer å se.,2023-08-05T22:29:59.4907998+00:00,
15888,237857,Sør-Øst Politidistrikt,204,5,Sandefjord,237857-1,Mannen i 30 årene fra Oslo var rolig da vi ankom. Mannen er nå på hotellrommet sitt. Vi forlater.,2023-07-04T01:25:44.8417663+00:00,
3052,23lmtj,Møre og Romsdal Politidistrikt,208,2,Stranda,23lmtj-1,"Pasienten taes hånd om av helse på stedet og vil bli fraktet sykehus for sjekk. Pasient er våken, men får oksygenbehandling.",2023-10-05T15:50:10.7675977+00:00,
9961,23w0cz,Agder Politidistrikt,205,1,Lillesand,23w0cz-0,UP har gjennomført trafikkontroll på stedet. 12 bilførere er stoppet for å ha kjørt for fort. 10 har fått forenklet forelegg hvor høyeste hastighet var 135 km/t i 100 sone. 2 bilførere er stoppet og anmeldt for å ha kjørt 186 og 189 km/t i 100 sone ,2023-08-20T21:02:06.1948517+00:00,
2804,23407g,Innlandet Politidistrikt,203,1,Kongsvinger,23407g-0,"kl. 2345. Politiet stanset bil der fører, mann i 30-åra,  er siktet for å ha kjørt i narkotikapåvirket tilstand. Nødvendige prøver sikret. Førerkort beslaglagt. Sak opprettes. ",2023-10-07T00:24:21.0740825+00:00,
13811,234lqq,Vest Politidistrikt,207,5,Kvinnherad,234lqq-0,"Kl 0105, mannleg gjest kasta ut frå eit arrangement, han skal krangelet og knuffa med andre gjester. Politiet har gitt mannen eit munnleg pålegg om om å halda borte frå staden til søndag formiddag.",2023-07-22T23:37:21.142368+00:00,
6132,234z55,Øst Politidistrikt,202,1,Indre Østfold,234z55-0,Trafikkulykke mellom bil og traktor på Haldenveien i Ørje sentrum.  To personer involvert. Nødetatene er på vei til stedet. ,2023-09-15T08:24:45.5301455+00:00,
7569,23c3nl,Troms Politidistrikt,211,1,Tromsø,23c3nl-0,Politiet fikk melding ca. kl. 1600 om en varebil som har kjørt i taket på tunellinnslaget i kommunal tunell fra Vestregata. Rygget deretter inn i bil bakenfor. Politiet har vært på stedet opprettet sak og gjort nødvendige undersøkelser.,2023-09-06T15:27:58.9314324+00:00,
11579,23hmgp,Vest Politidistrikt,207,1,Bergen,23hmgp-2,"Førar, ein mann i 20 åra er mistenkte for køyring i ruspåverka tilstand. Køyrt til legevakta for blodprøve. Førarkortet hans er beslaglagt og politiet opprettar sak.",2023-08-09T22:06:56.6518282+00:00,
12090,230ccs,Øst Politidistrikt,202,1,Lillestrøm,230ccs-0,Melding om trafikkulykke. Nødetatene er på vei. 2 biler skal være involvert hvorav 1 skal være totalvrak. Oppdateres..,2023-08-05T23:55:35.9108313+00:00,
4884,23xg90,Møre og Romsdal Politidistrikt,208,0,Sunndal,23xg90-0,Denne meldingen har blitt trukket.,2023-09-23T11:34:45.1914717+00:00,
12007,23vt50,Øst Politidistrikt,202,1,Nordre Follo,23vt50-1,"Begge biler involvert i ulykken er fjernet fra E6, og veien er åpnet for normal trafikk i begge felt.",2023-08-06T13:47:03.0163119+00:00,
7892,23fkzr,Vest Politidistrikt,207,1,Askøy,23fkzr-1,Politi og ambulanse er på stedet.,2023-09-04T08:52:07.0163257+00:00,
12824,23jl4z,Trøndelag Politidistrikt,209,1,Steinkjer,23jl4z-0,Kl 15:20 politi og ambulanse rykket ut trafikkulykke. En el-syklist ble funnet på bakken av forbipasserende. Var våken da nødetatene kom. Pas ble med ambulanse. Det mistenkes ruskjøring. Politiet oppretter sak.,2023-07-30T17:16:11.6677082+00:00,
4754,235k14,Sør-Øst Politidistrikt,204,5,Gol,235k14-0,02:05 En kvinne i slutten av tenårene ble bortvist fra sentrum. Hun hadde vært ufin mot andre og var beruset. ,2023-09-24T00:36:13.3938464+00:00,
3587,23kxns,Agder Politidistrikt,205,2,Kristiansand,23kxns-0,Kl 1625. Nødetatene rykker ut til bygg i Nye Teglverksvei etter melding om røykutvikling. Brannvesen er på stedet og finner ingen brann i bygget. Det undersøkes litt videre. ,2023-10-01T14:28:40.3520393+00:00,
14540,231v23,Sør-Øst Politidistrikt,204,2,Ringerike,231v23-1,Full overtenning i bilen da politiet ankom.,2023-07-16T19:38:29.8284288+00:00,
5844,23grj1,Sør-Øst Politidistrikt,204,1,Kongsberg,23grj1-0,"Kl 23:19 bil fikk sleng som følge av høy fart og traff et butikkvindu. Vinduet knuste. Ingen ble skadd, kun fører i bilen. Det er besluttet beslag av fk på fører, en mann i tenårene fra Kongsberg. Sak opprettes.",2023-09-16T23:08:05.9350634+00:00,
14203,23q96l,Møre og Romsdal Politidistrikt,208,5,Kristiansund,23q96l-0,Vært en voldshendelse på kongens Plass. En mann skal ha slengt en dame i bakken og dratt fra stedet. Vi er i kontakt med kvinnen og opptar forklaring. Ikke skadd. Gjerningsperson er kjent. Vi oppretter sak for kroppskrenkelse.,2023-07-19T19:27:05.7599001+00:00,
15913,2337gf,Sør-Øst Politidistrikt,204,1,Hemsedal,2337gf-0,Kl 1514 mottok nødetatene melding om at to biler har front kollidert. To personer involvert. Trolig ingen alvorlige personskader. Oppdateres. ,2023-07-03T13:30:19.6808975+00:00,
15114,23nv86,Sør-Øst Politidistrikt,204,7,Tønsberg,23nv86-0,"Kl 0115 fikk vi melding om en mann som har falt over bord fra en fritidsbåt. Det ble satt i gang et søk uten at personen er lokalisert, men vitner har sett han gå i land på Kaldnes siden av kanalen. Søket er nå avsluttet. ",2023-07-12T23:55:44.8705334+00:00,
7932,23vsx1,Vest Politidistrikt,207,1,Kinn,23vsx1-1,Er like ved Skavøypollen.,2023-09-03T18:06:06.9191236+00:00,
14304,23lfvc,Sør-Øst Politidistrikt,204,1,Drammen,23lfvc-1,"Mannen var også i besittelse av narkotika. 

Bilen ble parkert. Førerkortet hans ble beslaglagt og saken anmeldt.",2023-07-18T20:26:13.1627574+00:00,
6719,23xkmk,Sør-Øst Politidistrikt,204,4,Ringerike,23xkmk-1,"Politiet er fremme på stedet. Det jobbes med å få oversikt på stedet, ivareta involverte og trafikkavvikling. Bilberger er på vei til stedet. De er  køer i begge retninger.",2023-09-11T10:49:14.7068704+00:00,
7177,23w3ch,Øst Politidistrikt,202,1,Øst politidistrikt,23w3ch-5,Veien er åpen. Viltnemnda letter fortsatt etter elgen i området.,2023-09-08T20:24:19.9383093+00:00,
15439,23xmp3,Sør-Øst Politidistrikt,204,1,Larvik,23xmp3-0,"16:42 Melding om en bil som har kjørt ut. En person involvert, ingen personskade. Kjørt ned et skilt på stedet og bilen står i grøfta. Politi og ambulanse på stedet.",2023-07-09T14:54:46.9903044+00:00,
1833,23x3gj,Innlandet Politidistrikt,203,1,Ringsaker,23x3gj-1,Fører av lastebilen kjørt Hamar sykehus for sjekk. Politiet oppretter sak. Lastebilen blir berget i løpet av kvelden. Trafikken går som normalt pr. nå.,2023-10-13T13:52:01.5159186+00:00,
15221,23qfrf,Troms Politidistrikt,211,8,Målselv,23qfrf-0,"Til sammen med frivillige mannskaper (Røde Kors, Norsk Folkehjelp m.fl) leter vi etter en eldre dame. Sist kontakt med henne kl 13 i dag. Beskrivelse vi har fått er ca. 170 cm, slank, grått hår, briller. Ingen beskrivelse av klesdrakt. ",2023-07-11T18:03:35.7891025+00:00,
3058,234lnd,Sør-Øst Politidistrikt,204,5,Ringerike,234lnd-0,16:12 Melding om slåssing. Patruljen på stedet. Patruljen møtte et par folk i området. De forsøker å samle trådene over hendelsen. Ingen fremstår pr nå som behov for helsehjelp. Oppdateres ,2023-10-05T14:24:45.2180258+00:00,
4802,234jfq,Sør-Øst Politidistrikt,204,1,Drammen,234jfq-0,22:00 UP-patr har stanset en bil som ble målt til å kjøre i 77 km/t i 50 sone. Mann i 20 årene har fått førerkortet beslaglagt.,2023-09-23T20:24:57.2461064+00:00,
15183,2323qb,Sør-Øst Politidistrikt,204,1,Bamble,2323qb-1,Politi og ambulanse er fremme på stedet. De involverte er sjekket ut av ambulanse. På stedet er det en trepalle  som har falt av en lastebil som er påkjørt av annen trafikk. Rydding av veibanen pågår. Politiet jobber på stedet med å få oversikt over hendelsen.,2023-07-12T09:39:41.2596374+00:00,
