,parent_id,district,districtId,label,municipality,message_id,text,createdOn,predicted
381,23v8px,Sør-Øst Politidistrikt,204,4,Skien,23v8px-0,"Kl. 18:14 - Politiet og ambulanse har rykket ut til stedet etter melding om en fotgjenger som er kjørt på av syklist. Fotgjenger ligger på bakken og skal blø fra holdet. Oppdateres når nødetater ankommer stedet  Fotgjenger, kvinne i 70 årene er kjørt Skien sykehus for behandling. Skadeomfang ukjent. Syklist, mann i 50 årene mistenkes for å ha syklet i alkoholpåvirket tilstand. Han ble fremstilt for prøvetaking. Politiet oppretter sak på forholdet.",2023-09-13T16:21:26.0254535+00:00,1
383,23xvpv,Trøndelag Politidistrikt,209,6,Trondheim,23xvpv-0,"Politiet rykket ut til Persaunet etter melding kl. 0459 om en kvinne tidlig i 20-årene, som var usatt for uprovosert vold fra 2-3 ukjente menn. Helse rykket ikke ut, men det er mulig kvinnen oppsøker legevakten.  Politiet etterforsker saken, og vil bl.a. forsøke å innhente videovåkning.",2023-10-11T03:31:46.9805875+00:00,7
387,23526l,Vest Politidistrikt,207,11,Bergen,23526l-0,"Meldt om en speedbåt som har kantret, alle ombord skal være redegjort for. Nødetatene rykker ut. To gutter i tenårene var ombord, er ikke fysisk skadet. Hentet inn av brannvesenets båt. Vi snakker med dem for å prøve å kartlegge årsaken til hendelsen.",2023-08-12T08:17:44.2783024+00:00,12
397,237jj5,Sør-Øst Politidistrikt,204,4,Kongsberg,237jj5-0,07:42 Melding om en bil som har kjørt i grøften. Politiet på stedet. En som har gjort en unnamanøver for et vilt. Bilberging er ordnet da bilen ikke var kjørbar. Ingen personskade. Ingen sak.,2023-10-14T06:15:03.5419668+00:00,1
404,237pxt,Agder Politidistrikt,205,3,Birkenes,237pxt-0,"Politipatrulje har foretatt åstedsundersøkelse etter melding om innbrudd og tyveri fra brakkerigg. Det er bla stjålet et skyteapparat, sambandsradioer og kamera. ",2023-10-25T07:03:26.959117+00:00,0
418,234272,Trøndelag Politidistrikt,209,7,Trondheim,234272-0,"Meldt om person med softgun som skjøt på en parkert bil det satt en person i.  Bilisten ble skremt, og bilen påført skade.  Vi er i kontakt med begge partene, har tatt beslag i softgunnen og sak opprettes.",2023-08-10T01:41:48.6019606+00:00,1
424,239v1t,Sør-Øst Politidistrikt,204,4,Drangedal,239v1t-0,Nødetatene har rykket ut etter melding om trafikkulykke. En MC har kjørt av veien. MC fører er våken og fremstår ikke som alvorlig skadet. Ambulanse og politiet er på stedet. Ambulansepersonell undersøker MC sjåfør på stedet. Lege er også på vei til stedet. Det er ikke trafikale problemer. Ambulanse tar med pasienten til sykehuset for undersøkelser og behandling. MC fører som ble sendt til sykehus er en mann i 70 årene. Han kjørte sammen med 2 andre MC er når han skled og kjørte av veien.,2023-08-12T13:16:39.2696785+00:00,1
426,23s8kl,Sør-Øst Politidistrikt,204,7,Drammen,23s8kl-0,"Nødetatene får melding at to paraglidere er på vei ned i nødskjerm. Mulig disse kan ha krasjet i lufta. Nødetatene rykker ut. Oppdateres. Disse har trolig landet allerede, og det jobbes med å sjekke om alt har gått bra. Det jobbes med å lokalisere landingsstedet. Muligens nord for Hovjordet/syd for Årbogen. To luftambulanser er på vei mot stedet. Det kan virke som om dette har gått bra. Politiet er i dialog med begge på telefon. De to har landet i terrenget øst for Årbogen. Begge paraglidere har landet i trær, men er trolig ikke skadet. Det jobbes med å lokalisere dem nøyaktig, og få dem trygt ned. Et Seaking redningshelikopter er på vei til stedet for å løfte de to ut. De skal være uskadet, men er høyt oppe i trær. Man vil løse frigjøringen fra bakkenivå, og redningshelikopteret returnerer til Rygge. En av de to er nå trygt på bakken. Begge er trygt på bakken. Det jobbes med å få ned fallskjermene.",2023-06-17T10:11:59.127103+00:00,12
430,235cwf,Sør-Øst Politidistrikt,204,9,Drammen,235cwf-0,"01:10 Melding om ordensforstyrrelse på en privatadresse. Politiet på stedet påla en mann i 20-åra å holde ro resten av natten. . 02:45 Innkom ny melding om ordensforstyrrelse på stedet, samme mann involvert. Politiet på stedet kjørte mannen vekk fra adressen. Han blir anmeldt for å ikke ha fulgt pålegg og for skadeverk, da en rute ble knust på stedet.",2023-09-27T01:24:35.6678139+00:00,5
431,23gzc1,Vest Politidistrikt,207,5,Bergen,23gzc1-0,"Kl 0106 Meldt om to taxisjåførar som først krangla høglydd og så gjekk til fysisk angrep på kvarandre.Viste seg å vera skulding om sniking i oppstillingskøen og aggressiv køyreåtferd.Ein part køyrt frå staden, den andre bortvist.Ingen skadd, inga melding.",2023-07-15T05:52:34.8594259+00:00,7
437,23lhss,Agder Politidistrikt,205,3,Kristiansand,23lhss-0,En person  er pågrepet for innbrudd på byggeplass på stedet. Den pågrepne ble tatt inne i gml Fylkeshuset etter å ha banet seg adgang til bygget. Vedk var i besittelse av kniv og anmeldes også for dette. Innsatt i arrest.,2023-09-01T00:39:57.2259399+00:00,0
440,23t0rt,Agder Politidistrikt,205,0,Kristiansand,23t0rt-0,"Vi har foretatt åstedsundersøkelse etter melding om grovt tyveri fra parkert kjøretøy, skjedd i løpet av dagen. Knust vindu og stjålet diverse gjenstander av mindre verdi fra bilen. Vi oppretter sak.",2023-08-27T14:41:21.0577582+00:00,3
442,23vc56,Sør-Øst Politidistrikt,204,3,Skien,23vc56-0,Kl 0500 i morges fikk politiet melding om innbrudd i bolig - også stjålet bil fra stedet. To personer kjørte derifra da vi ankom - traff politibilen. Ingen personskade. Bilen kjørte videre - ble funnet. Personene ble senere funnet av politidronen.,2023-10-10T08:16:31.4484877+00:00,0
448,23kw4j,Innlandet Politidistrikt,203,9,Hamar,23kw4j-0,Politiet fikk meldinger om at det ble kastet egg fra bil etter personer og på biler. Bilen ble stanset av politiet og tre menn i 20-åra blir anmeldt. ,2023-10-07T23:30:40.7554397+00:00,1
455,23bj5f,Innlandet Politidistrikt,203,3,Elverum,23bj5f-0,Meldt om innbrudd i 2 salgsboder. Borttatt en rekke kolli kioskvarer. Tatt seg inn i bodene ved å knekke en hengelås og et vindu med gitter. En del av varene funnet igjen gjemt i nærområdet. Forholdet anmeldes. Politiet har undersøkt åstedet.,2023-09-02T11:04:25.4266864+00:00,0
457,23tlq7,Sør-Øst Politidistrikt,204,1,Tønsberg,23tlq7-0,"Kl 23:00 fikk politiet melding om mulig påvirket båtfører. En mann i 20 årene ble tatt kontroll på, og prøver er tatt av han. ",2023-06-26T23:40:33.3820472+00:00,7
460,23xp17,Innlandet Politidistrikt,203,4,Nordre Land,23xp17-0,"Kl. 1540: Trafikkulykke. En mc med 2 personer har kjørt i grøfta. 1 person er skadet. Nødetatene er på stedet. En luftambulanse ventes til stedet. Skjedd på mindre sideveg. Det var fører som var skadet. Denne er kjørt i ambulanse til Gjøvik sykehus. Passasjer fremsto som uskadd, men har blitt med til sykehuset.
Fører var bevisst. Ikke behov for luftambulanse på stedet.",2023-09-02T14:11:28.7718709+00:00,1
468,23qlr7,Agder Politidistrikt,205,11,Farsund,23qlr7-0,Kl. 0653. Melding om båt som er funnet drivende i Farsund . Båten er tauet inn til gjestebrygga. Modellen skal være en Rinker Fiesta Vee 270. Blå og hvit. Politiet ber eier ta kontakt for å avklare om den er slitt eller mulig stjålet. ,2023-08-28T05:23:32.3853789+00:00,3
476,23ksxg,Sør-Øst Politidistrikt,204,12,Sør-Øst politidistrikt,23ksxg-0,"Politiet ønsker minst mulig biltrafikk i kommunene som har vært rammet av flom og skred i Hallingdal den siste tiden, og ber om at bilister unngår både hovedveier og tilstøtende veier i området inntil videre.",2023-08-09T11:56:39.9598146+00:00,1
484,2385q3,Vest Politidistrikt,207,11,Øygarden,2385q3-0,"Meldt om ein eldre seglbåt utan lys midt i skipsleia, til fare for seg sjølv og andre. Vedk ombord verkar ruset/berusa og avslår hjelp frå andre sjøfarande. Politiet er på veg. Me fekk slept seglbåten til kai med hjelp frå Redningsskøyten, skipperen (mann i 20-åra) fått pålegg om å utbetra farkosten og ikkje å stemna frå land før han er skikka til det.",2023-08-24T22:32:41.7159369+00:00,12
487,23cqq0,Vest Politidistrikt,207,6,Øygarden,23cqq0-0,"kl. 1955: Vi er på stedet etter melding om slagsmål mellom to personer utendørs like ved Sartor senter. Vi har kontroll. En av personene skadet, så det er sendt ambulanse mot stedet. Begge involverte er mindreårige.  Vi er i kontakt med foresatte. Vi avhører også vitner på stedet. En av de involverte kjøres legevakt for en sjekk. Vi oppretter sak.",2023-08-04T18:38:45.9033656+00:00,5
494,23k7vr,Troms Politidistrikt,211,4,Nordreisa,23k7vr-0,"nødetatene rykker ut til utforkjøring i Sørkjosen. En personbil har kjørt av vegen, to personer i bilen. Det opplyses innledningsvis om lettere personskade.  på de involverte. Saken oppdateres. involverte personer er uskadde, en del materielle skader på bil og et autovern. Fører, en ung mann i tenårene fremstilt for blodprøve grunnet mistanke om ruspåvirket kjøring. Førerkortet hans er beslaglagt, sak opprettes.",2023-09-24T02:51:19.0228433+00:00,1
496,23scm9,Trøndelag Politidistrikt,209,1,Stjørdal,23scm9-0,Det har gått ett steinsprang på E14 ved Einangsmoen retning Meråker. Trafikken står i retning Meråker. Politiet rykker ut for å bistå med trafikkdirigering. Oppdateres.  Trafikken flyter forbi. Entreprenør er på vei. En del småstein og noen litt større er ryddet ut av veien. Fare for nye ras vil bli vurdert av entreprenør som har kommet til stedet.,2023-10-13T09:24:30.4290615+00:00,7
499,230mnp,Trøndelag Politidistrikt,209,7,Indre Fosen,230mnp-0,Politiet har nå kontroll på en mann som var utaggerende overfor helsepersonell.  Mannen blir anmeldt for vold mot ambulansepersonell og blir satt i arrest.,2023-09-17T14:23:00.527393+00:00,5
500,235d90,Trøndelag Politidistrikt,209,5,Trondheim,235d90-0,"Kl. 0239 Melding om at en person lyser inn i vinduet til melder, og tok i døra - viser seg at døra har stått åpen, og at vedkommende har gått inn og lagt seg til å sove - godt beruset. Ny student i byen - har bommet på sin nye bolig - kjøres hjem.",2023-08-15T01:21:10.9765806+00:00,7
501,23z50v,Sør-Øst Politidistrikt,204,7,Tønsberg,23z50v-0,"Politiet har bortvist en kvinne i 30-årene fra sentrum, etter en ordensforstyrrelse på Farmandstorget. Kvinnen hadde utagerende atferd. Det har ikke blitt utøvd vold på stedet.",2023-08-13T16:11:55.6416978+00:00,5
513,230qj6,Trøndelag Politidistrikt,209,5,Trondheim,230qj6-0,"En mann har blitt uprovosert slått ned ved Bakke bro. Har vært bevisstløs, har blitt tatt med til sykehuset for behandling. Ukjent skadegrad.  Politiet oppretter anmeldelse. Fornærmede har fått kutt skader i ansiktet og blir på sykehuset for nærmere undersøkelser.  Politiet etterforsker videre i saken.",2023-09-02T00:21:40.3014613+00:00,6
542,237xvl,Trøndelag Politidistrikt,209,4,Rennebu,237xvl-0,"Vi rykker ut til en trafikkulykke mellom to kjøretøy på E6 nord for Buvatnet ved Berkåk. Skal ikke være alvorlig personskade, men det er trafikale utfordringer på stedet. Nødetatene har rykket ut. Alle involverte i trafikkulykken er uskadd,  driver med bilberging på stedet.  Fortsatt et kjørefelt er stengt. Veien er nå ryddet og åpnet igjen. En av bilene kom over i motsatt kjørefelt og traff den andre bilen. Mann i 30 - åra er mistenkt og førerkortet er tatt i beslag.",2023-07-21T17:08:14.0549171+00:00,1
545,23vx8q,Sør-Øst Politidistrikt,204,1,Tønsberg,23vx8q-0,Kl. 12:30 En mann i 40-årene parkerte sin bil veldig skjevt på en P-plass. Ved kontroll så viser det seg at han er beruset. Utåndingsprøve blir tatt og mannen blir anmeldt. ,2023-08-25T11:38:07.1551185+00:00,7
550,23xf66,Sør-Øst Politidistrikt,204,4,Skien,23xf66-0,Kl: 03:07 Politipatrulje kom over en mann som hadde falt av en sykkel og slått hodet i bakken. Ambulanse ble kontaktet og mannen ble kjørt til sykehus for undersøkelser og evt. behandling. Mannen var i 40 årene. ,2023-05-28T01:44:32.8272103+00:00,7
552,234ttx,Sør-Øst Politidistrikt,204,7,Porsgrunn,234ttx-0,"Nødetatene rykker ut, og bistår industrivernet på stedet - etter melding om lekkasje av saltsyre innendørs. Ambulansepersonell skal se til en person, uviss skadeomfang for politiet pr nå. Vi oppdaterer så raskt vi har flere opplysninger.  Nødetatene har ankommet Industriparken - og er etablert i KO. Det skal dreie seg om 50-60 liter med saltsyre som er lekket ut innendørs. Lekkasjen skal være stengt. Antall som har blitt eksponert skal være tre. Skadeomfang ukjent for politiet. To personer er kjørt til sykehus og en person får behandling på stedet. Politiet kjenner ikke til skadesituasjonen til disse. Alle er ansatte på stedet.  Det er kontroll på lekkasjen og ikke fare for nye ifølge fagfolk. Vi oppdaterer. De tre som er skadet er tre menn fra Telemark. En i 30-årene, en i 40-årene og en i 50-årene. Politiet kan fortsatt ikke si noe om skadegrad. Vi etterforsker hendelsen og forsøker å finne ut årsakssammenheng - flere oppdateringer har vi ikke nå. Patruljene våre er i ferd med å avslutte etterforskningen etter hendelsen inne på Herøya Industriområde. Vi har ingen nye opplysninger å gå ut med pr nå - verken når det gjelder årsakssammenheng eller skadestatus for de tre som er på sykehus.",2023-10-22T09:25:02.7762628+00:00,4
553,23zc9n,Trøndelag Politidistrikt,209,3,Trondheim,23zc9n-0,Patrulje har søkt etter en gjerningsperson som forsøkte å stjele en elsykkel ved bruk av vinkelsliper. Gjerningspersonen ble ikke funnet.,2023-10-03T01:30:46.1282617+00:00,7
558,234s82,Vest Politidistrikt,207,7,Bergen,234s82-0,Meldt fra drosjesjåfør om to passasjerer som var truende og nektet å betale. Ingen fysisk skadet. Ut fra truslenes art er to menn (i 20 og 30-årene) pågrepet og innsatt i arrest. Sak opprettet.,2023-09-13T03:30:02.0518493+00:00,5
562,23ll8t,Sør-Øst Politidistrikt,204,3,Tønsberg,23ll8t-0,Kl. 09:49 - Patrulje har vært på åstedsundersøkelse ved et båtopplag i #Semsbyveien. Der har det i løpet av natten vært innbrudd og det er stjålet båtdeler og båtmotorer. Politiet oppretter sak på forholdet.,2023-09-01T10:00:09.8962874+00:00,0
578,23vjxb,Vest Politidistrikt,207,6,Kinn,23vjxb-0,Klokken 0242 fikk politiet melding om slagsmål. flere personer involvert. Politiet rykket ut til stedet. Kontroll på en person med hevelse rundt øye. Dei andre som var involvert i slagsmålet er forsvunne frå staden.  Politiet oppretter sak.,2023-09-05T02:30:37.9399489+00:00,5
582,23704t,Øst Politidistrikt,202,4,Indre Østfold,23704t-0,"Kl 23.03: Melding om trafikkulykke på Heensveien mellom personbil og en elg. Store materielle skader på bil, mindre skader på en person. Elgen døde på stedet. Nødetatene er ferdige på stedet. Fører av bil kjøres til Kalnes for mulig armbrudd.",2023-07-19T22:16:01.1788441+00:00,1
588,23gqws,Sør-Øst Politidistrikt,204,1,Tønsberg,23gqws-0,"Kl. 0025: Politiet forsøkte og stanse et stjålet kjøretøy på E18 fra Lier til Tønsberg. Bilen var stjålet fra Øst politidistrikt. Fører, en gutt i tenåra stanset ikke for veisperring og kjørte ned to bommer ved stengte tunneler langs E18.  Fører stanset selv like utenfor E18 i Tønsberg. Ingen skade på person. Sak opprettet.",2023-07-31T04:29:07.47108+00:00,3
603,23cnth,Innlandet Politidistrikt,203,1,Sør-Odal,23cnth-0,Skjulstadvegen/Fv24 kl. 1438: Meldt om trafikkulykke mellom to biler. Ukjent skadegrad på involverte personer. Nødetater på vei. Totalt fem personer involvert i ulykken. Alle kjørt Kongsvinger sykehus for sjekk/kontroll.,2023-10-07T12:44:44.1823228+00:00,4
608,231xtb,Sør-Øst Politidistrikt,204,4,Larvik,231xtb-0,"Nødetatene er på E18 Bommestad nordgående retning etter melding om trafikkulykke med bil og bobil involvert. Ett felt er stengt pr-.nå. Oppdateres. Påkjørsel bakfra ifm. filskifte. 1 person er kjørt sykehus med ambulanse. Bilberging er på vei og trafikken dirigeres forbi i ett felt. Det var totalt 3 biler involvert og 5 personer, hvorav 1 av disse ble kjørt sykehus grunnet nakkesmerter. Politiet har avhørt involverte og oppretter sak. Veien er helt åpen igjen.",2023-08-10T14:14:38.7351662+00:00,1
612,2321cn,Vest Politidistrikt,207,7,Bergen,2321cn-0,"kl 1622: nødetatene rykket ut etter melding om gasslukt ombord på fly. Flyet er landet, passasjerer evakuert ut. Brannvesenet på stedet og undersøker. Trolig dunst fra hydraulikkolje som er kommet i ventilasjonen. 150 pax ombord i flyet. 13 av disse rapportert om lettere symptomer. Tilsett av helse på stedet. Ingen med behov for videre oppfølging.",2023-09-11T14:43:01.0656586+00:00,2
619,23ps6l,Nordland Politidistrikt,210,4,Bodø,23ps6l-0,Mann i 50 årene har tippet på sykkel og muligens pådratt seg hodeskader. Er fraktet til sykehus. Ingen andre personer eller kjøretøy involvert. Politiet gjør undersøkelser på stedet.,2023-09-10T14:16:28.7891971+00:00,1
621,23pdvs,Sør-Øst Politidistrikt,204,5,Skien,23pdvs-0,Kl. 13:45 Broen er midlertidig stengt av politiet pga et helsetilfelle. Omkjøring etter eget ønske. Broen vil snart åpnes igjen.  Broen er åpen for alminnelig ferdsel igjen.,2023-06-16T11:52:20.8852265+00:00,7
622,232w6h,Agder Politidistrikt,205,5,Arendal,232w6h-0,"Politiet har bistått en bussjåfør med å vekke to passasjerer, begge har nå forlatt bussen. ",2023-10-12T14:46:58.7881835+00:00,7
628,234tj3,Sør-Øst Politidistrikt,204,12,Sør-Øst politidistrikt,234tj3-0,"Flere områder rundt Drammensvanndraget er nå evakuert. Politiet har fått melding om at flere befinner seg i disse områdene . 
Politiet ber om at man forholder seg til retningslinjer gitt av kommunen av hensyn til egen sikkerhet.",2023-08-10T19:59:04.8336275+00:00,5
635,231cnw,Innlandet Politidistrikt,203,4,Elverum,231cnw-0,"Kl. 2216, Fv. 2126, Langholsvegen. Utforkjøring. En personbil med 4 personer har kjørt i grøfta. Mulig 1 person er noe skadet. Nødetatene er på veg til stedet. Ikke tegn til skade på involverte, men alle 4 sendt legevakt for sjekk. Fører, mann i slutten av tenårene, fått sitt førerkort midlertidig beslaglagt. Sak opprettes.",2023-09-22T20:29:27.0012364+00:00,1
640,230515,Sør-Øst Politidistrikt,204,5,Tønsberg,230515-0,kl: 23:42 Mann i 30 årene ble pågrepet siktet for kroppskrenkelse. Forholdet har skjedd noe tidligere i kveld. Saken etterforskes. ,2023-05-28T22:24:14.5783413+00:00,7
641,23l7pf,Trøndelag Politidistrikt,209,4,Melhus,23l7pf-0,Melding om singelulykke MC som har veltet. Politi og amb på vei til Hølondvegen / Olderøyvegen. Pasienten er bevisst.,2023-10-12T14:24:28.111794+00:00,1
645,230f0c,Sør-Øst Politidistrikt,204,0,Tønsberg,230f0c-0,"Det har vært flere grove tyveriet fra bedrifter i Tønsberg, Stokke, Larvik -og en nesten ny BMW ble ribbet i Revetal. Fra Lier var det et pågående innbrudd som ble avbrutt og en mann pågrepet. Han fremstår profesjonell med utstyr og samband. Det er stjålet for store verdier. Vi har foretatt åstedsundersøkelser på alle steder. Vi ber likevel at folk og bedrifter er ekstra årvåkne og passer på at alarmer fungerer - og at vi ringes umiddelbart om noe er pågående eller har funnet sted.",2023-10-10T11:41:20.4369863+00:00,3
648,231qbd,Øst Politidistrikt,202,4,Nordre Follo,231qbd-0,"Singelulykke på Høyungsletta. Politiet er fremme på skadested.  Bil har kjørt av veien og truffet berget. Fører, mann i 20 årene, er alene i bilen. Fremstår moderat skadet. Kjøres til sykehus av ambulanse. Årsak til uhellet er ikke kjent.",2023-10-10T04:24:31.7851662+00:00,1
656,23glv5,Vest Politidistrikt,207,7,Lærdal,23glv5-0,"Kl. 1547 - Jordras: Meldt om stort jordras på strekningen mot gamle fergekaien. Trær og store vannmengder. Ingen personer eller kjøretøyet observert tatt av raset. Uviss størrelse pr nå. Veien er sperret. Politi- og brannmannskaper er på staden.  HRS sender et redningshelikopter over rasområdet. VTS stenger vegen fra Aurdal. Ingen personer er meldt savnet. Ingen boliger i området rundt rasstedet. Nødetatene på staden melder at det høres at det går flere mindre ras i området. HRS omprioriterer helikopteret til annet oppdrag. Fremdeles ikke meldt at personer er tatt/observert i raset. Lærdal kommune har etablert krisestab. Ingen personer er savnet eller observert tatt i raset. Ingen personer er evakuert. Er blitt benyttet drone i området for å få god oversikt over rasområdet. Lærdal kommune vil etter hvert vurdere rydding av veien. Veien inn mot rasstedet er sperret. Kommune og øvrige etater foretar vurderinger i fellesskap om videre tiltak rundt værforhold, opprydding m.m.",2023-08-08T14:03:03.4240271+00:00,12
659,23gzg2,Møre og Romsdal Politidistrikt,208,7,Sykkylven,23gzg2-0,Arbeidsuhell ved en bedrift i Sykkylven. Mann skadd i ei hånd/finger. Patrulje på stedet for undersøkelser. Sak oprettes.,2023-08-24T08:54:44.6489268+00:00,4
667,23bffz,Sør-Øst Politidistrikt,204,3,Tønsberg,23bffz-0,kl 00:59 - Vaktselskap meldte om innbruddsalarm fra en byggvarebedrift. Politiet rykket ut. På stedet fremsto det som noen hadde brutt seg inn. Politiet oppretter en sak på forholdet. ,2023-06-29T00:03:38.2615596+00:00,0
668,23nk2x,Trøndelag Politidistrikt,209,10,Steinkjer,23nk2x-0,"Fått melding om to hunder, trolig Jamthunder, som springer på E6 og på gangvegen ved Mæresmyra. ",2023-09-23T10:15:34.6962364+00:00,1
678,23x9k9,Agder Politidistrikt,205,6,Arendal,23x9k9-0,"03:40. En mann anmeldes for kroppskrenkelse, etter å ha kastet en gjenstand mot ansatt ved legevakten. Vedkommende ble bortvist fra stedet.",2023-08-15T04:42:44.452138+00:00,5
696,23tgln,Agder Politidistrikt,205,5,Arendal,23tgln-0,Mann i 20 årene hevder seg utsatt for vold. Kjørt til legevakt for sjekk. Politiet oppretter sak. ,2023-07-15T00:07:04.802287+00:00,6
704,23dc0s,Innlandet Politidistrikt,203,3,Tynset,23dc0s-0,"Kl 0916 Meldt om traktor som hadde veltet ute på et jorde. Nødetatene varslet.
Traktor hadde veltet over på siden, men ikke gått rundt. Fører fremstår uskadd, men kjøres legevakt for sjekk. Ingen lekkasjer. Følges opp videre.",2023-10-05T08:09:43.236902+00:00,1
705,23s6rs,Nordland Politidistrikt,210,3,Vefsn,23s6rs-0,Denne meldingen har blitt trukket.,2023-07-25T18:49:20.2170398+00:00,1
707,231892,Vest Politidistrikt,207,1,Tysnes,231892-0,"Meldt om lang ferjekø og tilløp til kaos, men det er håp: det er eigne dirigentar på kaien og ferja går i rute.",2023-07-16T12:45:29.255458+00:00,7
709,23nfd1,Sør-Øst Politidistrikt,204,7,Tønsberg,23nfd1-0,Patruljene rundt om i distriktet melder om at det har vært mange folk ute i det offentlige rom - både til lands og til vanns. Til tross for det har de ikke vært noen store/alvorlige hendelser i politidistriktet. 4 personer er totalt kjørt arrestene våre. ,2023-07-15T04:35:54.1346365+00:00,5
711,23d49x,Vest Politidistrikt,207,5,Bergen,23d49x-0,"kl 0200: nødetatene rykket ut etter melding om to personer i vannet. Viste seg å være to menn som hadde hatt et lite håndgemeng i forkant. Hjalp hverandre opp, vel forlikte. Ingen anmeldelse.",2023-10-22T04:26:59.5741663+00:00,7
713,2388pc,Troms Politidistrikt,211,6,Tromsø,2388pc-0,Politiet har innbrakt en mann til arrest. Mannen tok seg inn i et hus og utøvde vold mot 2 personer. Politiet har kontroll på stedet og har startet med avhør av de involverte. Sak opprettes. ,2023-08-11T21:37:09.632707+00:00,5
730,237mvh,Nordland Politidistrikt,210,4,Bodø,237mvh-0,Melding om to personbiler som har kjørt i hverandre. De involverte er ute av kjøretøyene. Nødetatene på vei.  Snakk om påkjørsel bakfra. Begge bilene er flyttet ut av veien. Veien er åpen. To personer fraktes videre til lege for sjekk.,2023-10-03T08:01:58.4866005+00:00,1
735,23mjtk,Vest Politidistrikt,207,6,Kvinnherad,23mjtk-0,"kl 0224: Me vore på staden etter melding om slagsmål. To personar slåst, ein av dei fått skadar i hovud og hand. Ikkje behov for helsehjelp. Me opprettar sak. Dei involverte er menn, ein i 20-åra og ein i 50-åra. Dimittert etter snakk med politiet.",2023-09-24T04:09:53.2217342+00:00,5
736,23c1xq,Øst Politidistrikt,202,4,Nordre Follo,23c1xq-0,Ambulanse og en politipatrulje rykker ut til Gamle Mossevei. Melding om en syklist som har kollidert med et tre. Saktegående trafikk på stedet. Kvinne i 50 årene overtas av helse. Smerter i en arm. Syklet på en gammel trestamme langs veien. Vi avslutter på stedet.,2023-08-24T16:14:06.6481339+00:00,1
737,2395rd,Agder Politidistrikt,205,7,Risør,2395rd-0,"Kl.  1316, et tre har falt over en strømledning ved Risørveien. Dersom ledningen ryker faller treet på veien. VTS er varslet.",2023-09-25T11:27:59.7606405+00:00,1
739,23nnt0,Agder Politidistrikt,205,13,Grimstad,23nnt0-0,"Kl. 2104, melding om fem personer som behandles for mindre brannskader i forbindelse med at det ble fyrt opp bluss rett før pause i fotballkampen mellom  Jerv og Start. Skal være to voksne og tre barn som behandles på stedet etter gnister fra bluss. Det jobbes på stedet med og identifisere gjerningspersoner, men mange bluss som er fyrt opp.",2023-09-16T19:35:27.9040206+00:00,2
745,23xkh8,Trøndelag Politidistrikt,209,5,Trondheim,23xkh8-0,"KL01:04 Politiet rykker ut til Nordre gate hvor en mann banker formentlig kjæresten sin.
Kl 01:09 Politiet har kontroll på en mann. Vedkommende skal ha kastet mobilen sin etter damen og dyttet henne så hun falt. Damen ville ikke anmelde, men det gjør politiet.",2023-08-05T23:14:39.0137435+00:00,7
747,23kbr6,Vest Politidistrikt,207,5,Bergen,23kbr6-0,#Bergen #Lyngbø - kl 2331 vart det meldt at ein mann trua nokre andre personar med ein pistol på Lyngbø i Bergen. Skjedde utandørs i nærleiken av hovudvegen RV555. Det er ingen som er skadd. Politiet er i området og søkjar etter mistenkte. politiet har kontroll på fleire personar. Ingen som er skadd. Angående truslar med våpen så verkar dette noko uklart. Politiet undersøkjer forholdet nærare og prøver å avklara roller på dei involverte.,2023-08-12T21:44:14.8403549+00:00,7
751,23qng9,Vest Politidistrikt,207,12,Alver,23qng9-0,Kl 1851 meldt om person som ser medvitslaus ut som ligg i skogen. Dei som fann vedkommande gjekk eit stykke unna for å varsla. Nødetatane har rykt ut og prøver å lokalisera staden der personen vart observert. Foreløpig ikkje gjort funn.  Søket i Alver er avslutta utan funn. Det er søkt med ressursar frå nødetatane og dessutan dei frivillige. Eit større området er avsøkt med luftambulanse og drone. Mannskap også vore ute i søk. Staden der observasjonen vart gjord også grundig avsøkte.,2023-09-26T18:03:26.2000603+00:00,7
753,233nxj,Trøndelag Politidistrikt,209,5,Trondheim,233nxj-0,"Huseier opplevde at barn kastet epler på huset hans.  Da barna ble konfrontert, truet det ene barnet huseier med en softgun. Patrulje har kontroll på stedet, og følger videre opp med barnas foreldre.  Gutten med softgun kjøres hjem til foreldre for en alvorsprat.",2023-09-18T17:56:06.018546+00:00,7
755,23pxfx,Øst Politidistrikt,202,7,Frogn,23pxfx-0,"Kl 0230. I forbindelse med kontroll av en person patruljen påtraff i Drøbak sentrum, ble det funnet flere kniver på ham. Patruljen oppretter sak på bæring av kniver uten aktverdig formål. Bortvist fra området. Mannen har tilhørighet i kommunen. Mannen ble påtruffet ved en tilfeldighet. Ingen meldinger om at han har oppført seg truende mot noen i forkant.",2023-07-23T01:52:07.7563905+00:00,5
761,239d42,Sør-Øst Politidistrikt,204,0,Lier,239d42-0,02:40 melding om mann som snoket rundt et hus og hadde brekkjern i hånda. Politiet til stedet. Mannen hadde ikke brutt seg inn. Han hadde forsvunnet fra stedet. Ikke funnet han igjen. ,2023-07-30T01:34:47.2132865+00:00,7
