,Unnamed: 0,parent_id,district,districtId,label,municipality,message_id,text,createdOn,updatedOn
502,4659,239gfc,Nordland Politidistrikt,210,1,Nordland politidistrikt,239gfc-0,stat naturoppsyn og politi har gjennomført samarbeidskontroll med tank på motorferdsel i utmark. oppsyn rana- saltdal-fausk og misvær. ing reaksjoner. tommel opp.,2023-09-24 12:56:16.701107400+00:00,
504,12830,23q104,Vest Politidistrikt,207,1,Askøy,23q104-0,"for andr gong på und eit døgn er me på florvåg skul ett melding om skadeverk, mellom ann knust ruter. me har kontroll på nokr mindreår gut og vil snakk med føresette. også varsl representant for skulen.",2023-07-30 16:26:38.073202500+00:00,
505,1458,23ph72,Sør-Øst Politidistrikt,204,0,Gol,23ph72-0,"kl. : en mann, år gammel blir anmeld for å ha stjål bankterminal fra en pub i sentrum. mann forsøkt å stjel denn ved å gjemm den i bukselinningen. terminal er nå tilbak og mann er blitt utestengt fra utested i , år.",2023-10-15 02:06:39.904254500+00:00,
517,1321,23x45p,Trøndelag Politidistrikt,209,1,Namsos,23x45p-0,"kl fikk politi melding om to person som var masker og truet to beboer med forment kniv. ing ble skadet, frastjål mobiler. politi har tatt avhør av de to fornærmede, søkt ett gjerningsperson uten å funn disse. sak er anmeldt.",2023-10-16 03:08:09.070045400+00:00,
521,13891,23q078,Agder Politidistrikt,205,1,Farsund,23q078-0,kl . politi har mottatt melding om at en seilbåt skal ha dratt ned en høyspentledning i bjørnevågen. det er så langt ikk bekreft om det er husstand som er ramm av strømbrudd grunn dette.,2023-07-22 13:26:00.380822700+00:00,
523,10392,23dr7d,Sør-Øst Politidistrikt,204,5,Skien,23dr7d-0,politi har rykk ut til kryss sanviksveg / blåbærsti ett melding om syklist som har veltet. oppdateres.,2023-08-18 07:54:53.950793+00:00,
525,14940,232k9d,Øst Politidistrikt,202,6,Lillestrøm,232k9d-0,det har i løp av natt har blitt stjål fler sykl fra en fell sykkelgarasje. den ene er en el-sykkel til en verdi på ca kr. tyv har klipp av en lås for å ta seg inn på stedet.,2023-07-14 07:33:22.252688600+00:00,
535,2550,232rmr,Sør-Øst Politidistrikt,204,12,Larvik,232rmr-0,kl: : mann i åren ble pågrep sikt for å ha truet en ann mann med kniv kort forut. pågrepn ble kjørt til arrest og sak anmeldt.,2023-10-08 03:00:39.476981400+00:00,
536,1089,23qjr4,Trøndelag Politidistrikt,209,12,Trondheim,23qjr4-0,melding om amp stemning ved et utested på solsiden. politi rykk ut til stedet.,2023-10-17 20:25:47.461733+00:00,
537,11538,23c4hg,Trøndelag Politidistrikt,209,2,Orkland,23c4hg-0,i løp av natt har det blitt gjort skadeverk ved å knus et vindu på en skol i skolegata.,2023-08-10 08:18:07.777468300+00:00,
543,15944,23z5n8,Sør-Øst Politidistrikt,204,5,Midt-Telemark,23z5n8-0,"det har vært en ulykk i bø sommarland. en år gammel gutt falt ut av renn i bunn av attraksjon ""magasuget"". politi har stengt attraksjon inntil inspeksjon og etterforskning er utført. park vil vær åpen for øvr i morgen.",2023-07-02 17:52:54.931121100+00:00,
547,11254,234nc5,Agder Politidistrikt,205,1,Lyngdal,234nc5-0,"kl , meld oppdag ukjent mann som lå og sov i leiligheten. patrulj har snakk med vedkommende. berus og gått inn i et tilfeld hus. kjørt hjem til rikt hus av politiet.",2023-08-12 02:28:49.788447800+00:00,
550,4791,233pbb,Sør-Øst Politidistrikt,204,7,Tinn,233pbb-0,": en mann i åren fra vestfold fikk behov for hjelp for komm ned fra fjellet. politi var i kontakt med han, og patrulj som er godt kjent i områd bisto med å få han ned fra fjellet. han var i god behold da han kom til rette.",2023-09-23 21:52:48.081026+00:00,
551,4427,23jc2f,Nordland Politidistrikt,210,1,Alstahaug,23jc2f-0,"arbeidsulykk - sprengningsfeil. i forbind med grunnarbeid har en sprengning medført skad på bolighus og en anleggsmaskin, i umiddelb nærhet. politi er på sted og etterforsk hendelsen.",2023-09-26 10:22:43.465500200+00:00,
559,7103,23tzqq,Agder Politidistrikt,205,12,Arendal,23tzqq-0,en person er blitt slått av en forbipasser uten at det har vært noen foranledning. fornærm kjør til legevakt med lit kutt. gjerningsperson hadd forsvunn før politi ankom stedet. politi opprett sak.,2023-09-09 03:10:42.051947800+00:00,
561,16180,23n039,Trøndelag Politidistrikt,209,5,Trondheim,23n039-0,melding om hydrogenlekkasj på ntnu. brannvesen fikk melding kl og er fremm på stedet. evakuering er iverksatt av nærligg bygg. oppdateres.,2023-06-26 16:04:28.316318800+00:00,
563,11683,23cq2g,Øst Politidistrikt,202,5,Fredrikstad,23cq2g-0,all nødetat på vei til kråkerøyvei ved lundeskogen. melding om singelulykke. oppdateres.,2023-08-09 04:55:28.572928600+00:00,
572,145,231pcg,Øst Politidistrikt,202,13,Frogn,231pcg-0,politi fikk ca. kl. i natt melding om at det skull ha vært en eksplosjon ved et inngangsparti til et bolighus i drøbak. politi driv taktisk og teknisk etterforskning på stedet. ing person er skadd. politi vil komm med mer info sener i dag.,2023-10-24 04:29:37.090904900+00:00,
574,13818,23s28d,Vest Politidistrikt,207,7,Osterøy,23s28d-0,"kl , observasjon av lys i sjøen ca - m ut i vågen. brannbåt send mot sted og fant to utenlandsk turist i en lit gummibåt. de fisk og var ikk i nød. begg hadd hodelykt m/blink lys.",2023-07-22 22:51:54.567243100+00:00,
577,226,23x4b1,Sør-Øst Politidistrikt,204,6,Ål,23x4b1-0,kl : - politi har vært på en byggeplass og gjennomført åstedsundersøk ett melding om at det i løp av helg har vært innbrudd på stedet. det skal ha blitt stjål håndverktøy og en tilheng fra stedet. politi ferd på sted og opprett sak,2023-10-23 09:18:11.692666200+00:00,
580,8740,233wx8,Sør-Øst Politidistrikt,204,7,Drammen,233wx8-0,nødetat rykk akkurat ut - ett melding om at en driv båt med motor i gang drev nedov elva. mannskap fra brannvesen har fått kontroll på båt - motor var ikk i gang. den tilhør firm som bygg ny bru. aksjon er avblåst.,2023-08-29 08:31:04.672645+00:00,
583,8260,232wzw,Troms Politidistrikt,211,12,Tromsø,232wzw-0,patrulj rykk ut til restaurant i sentrum hvor det ble meld om en pågå voldshendelse. patrulj har nå kontroll på situasjon og undersøk omstendighetene. oppdateres.,2023-09-01 14:21:06.515131200+00:00,
590,4941,23n9xb,Sør-Øst Politidistrikt,204,5,Færder,23n9xb-0,: melding om trafikkulykke. før mistenk for promillekjøring. han ble kjørt til sykehus for sjekk. fremstår ikk alvor skadet. dett er en utforkjøring i en sving og det mistenk høy fart. sak opprettet.,2023-09-23 02:49:17.735530400+00:00,
595,4399,23n3xn,Sør-Øst Politidistrikt,204,1,Kragerø,23n3xn-0,"ambulans og politi har vært på en arbeidsulykk som skjedd ved -tiden. en person har fått noen plat over beinet, som da har komm i klem. den skadde, ei lokal dam i -år ble kjørt sykehus med letter skader. politi har opprett sak.",2023-09-26 13:17:17.672690300+00:00,
607,9575,230dn7,Trøndelag Politidistrikt,209,4,Meråker,230dn7-0,kl. melding om jordr over e- omtrent på kommunegrens mellom stjørdal og meråker. meld inn til oss anslår en bredd på ca meter. vts er varsl - ing hus i nær - ikk melding om at noen er tatt av raset.,2023-08-23 16:13:22.958454400+00:00,
610,5447,23xx4k,Øst Politidistrikt,202,4,Moss,23xx4k-0,"i forbind med uhellet, er det også denn gang en bilfør som film med mobiltelefon men han passerer. før er en mann i årene. han valgt å slett film fra tlf da han ble konfronter med forhold og ment at da var det ikk så galt lenger...",2023-09-19 14:49:26.048986500+00:00,
618,2936,2303w7,Innlandet Politidistrikt,203,9,Ringsaker,2303w7-0,"fler melding om en gris i og rund rundkjøring ved shell brumunddal og nesvegen. en patrulj fra politi fikk tak i dyret. gris er nå låst inn på en adress i nærheten, men vi forsøk å lokaliser eier. ikk meld om trafikaleutfordringer.",2023-10-06 11:29:39.341458700+00:00,
625,5236,237d2t,Øst Politidistrikt,202,0,Vestby,237d2t-0,denn melding har blitt trukket.,2023-09-21 00:42:25.594117200+00:00,
627,13535,23346c,Troms Politidistrikt,211,4,Tromsø,23346c-0,melding om trafikkuhell og påfølg slåssing ved bruhod på tromsøbrua. ukjent hendelsesforløp. ing trafikal hindring lenger. politi i kontakt med begg part og gjør nødvend undersøker.,2023-07-25 07:24:48.880548800+00:00,
628,15826,23ltzd,Vest Politidistrikt,207,8,Bergen,23ltzd-0,tom cato som ble meld sakn fra fantoft tidligar er nå funn i god behald. politi takk publikum for god bistand.,2023-07-05 16:01:29.180738900+00:00,
635,1907,23jwxw,Agder Politidistrikt,205,4,Arendal,23jwxw-0,"bilbrann på en parkeringsplass i nær av rundkjøring på krøgenes, nødetat er på stedet, brannvesen har start slukking.",2023-10-12 19:56:10.625750+00:00,
636,1322,23k052,Agder Politidistrikt,205,1,Kristiansand,23k052-0,"kl. . melding om en mann som rop på hjelp i suldalen. politi har vært på stedet. hjulp mannen, som hadd gått seg fast i bratt terreng, og gitt ham skyss til bedr egn sted å gå.",2023-10-16 01:55:03.008089900+00:00,
639,9564,23gtz1,Agder Politidistrikt,205,1,Lyngdal,23gtz1-0,kl . politi har rykk ut til adress ved alle der en person med kniv har fremsatt trusl om å skad seg selv. det har ikk vært trusl mot noen andre. politi er i søk ett aktuell person.,2023-08-23 17:04:20.317908900+00:00,
653,6086,23jmzs,Øst Politidistrikt,202,6,Ås,23jmzs-0,politi har pågrep dam i -år som kan knytt til fler innbrudd i området. politi oppfordr person som evt. har hatt innbrudd ell tyveri fra eiendom om å ring politi på . sak vil bli opprett på vegn av de berørte.,2023-09-15 14:46:00.726610100+00:00,
656,16316,23gmtg,Sør-Øst Politidistrikt,204,3,Flå,23gmtg-0,: melding om brann i bil. står midt i veien på rv litt syd for stavn. trafikal utfordring på stedet. begg kjøreretning er sperret. nødetat er på vei.,2023-06-24 04:15:58.225532400+00:00,
662,10130,23kcj2,Trøndelag Politidistrikt,209,12,Levanger,23kcj2-0,en mann har blitt slått ned. han har vært bevisstløs og blir frakt til sykehus. politi er på sted og har pågrep to menn som mistenk for volden.,2023-08-19 23:08:48.356668500+00:00,
665,2929,236rtv,Trøndelag Politidistrikt,209,5,Lierne,236rtv-0,"melding om trafikkulykk i kveliveien, lierne. ens bil som har kjørt ut. nødetat på vei til stedet.",2023-10-06 12:08:41.635529100+00:00,
666,16718,23d01s,Sør-Øst Politidistrikt,204,4,Skien,23d01s-0,nødetat rykk ut ett melding om trafikkulykke. en scoot har kjørt inn i en hekk og veltet. melding oppdateres.,2023-06-15 14:15:11.167056400+00:00,
669,1405,239mg1,Sør-Øst Politidistrikt,204,5,Sør-Øst politidistrikt,239mg1-0,denn melding har blitt trukket.,2023-10-15 11:43:09.536910+00:00,
671,10965,23dlmn,Øst Politidistrikt,202,0,Nes,23dlmn-0,i løp av helg har det blitt borttatt verktøy fra bol und oppføring i et nabolag i årnes. patrulj gjennomført åstedsundersøk og opprett sak.,2023-08-14 07:33:06.901481400+00:00,
672,11843,2331x0,Møre og Romsdal Politidistrikt,208,6,Molde,2331x0-0,kl - ein mann i åra og ein mann i åra er begg satt i arrest ett at dei vart gripn på fersk gjerning und eit innbrot og tjuveri frå ei leilegheit i molde. det vert opprett straffesak.,2023-08-08 03:08:21.755330700+00:00,
674,1937,23bt4x,Sør-Øst Politidistrikt,204,5,Sandefjord,23bt4x-0,nødetat rykk ut til en trafikkulykk - ens bil som har kjørt ut av vegbanen. to person i bilen. oppdateres.,2023-10-12 16:12:34.352281700+00:00,
680,2411,23m5vn,Øst Politidistrikt,202,5,Fredrikstad,23m5vn-0,"rv rolvsøyveien/stabburveien, trafikkulykk i rundkjøringen. mc kjørt inn i sid på en bil. mc før våken, med smert i nakk og fot. kjør sykehus for vider oppfølging. ing trafikal problem på stedet. politi opprett sak.",2023-10-09 11:12:07.922845100+00:00,
681,15729,23mdbv,Sør-Øst Politidistrikt,204,2,Larvik,23mdbv-0,denn melding har blitt trukket.,2023-07-06 22:08:47.528382400+00:00,
682,6378,23msnx,Øst Politidistrikt,202,12,Fredrikstad,23msnx-0,"melding om slagsmål mellom to menn. blitt truet med machete. politi har kontroll på begg parter. begg tatt hånd om av helsevesen. tilsynelat letter skadd,.",2023-09-13 17:22:57.255909300+00:00,
686,12196,23mmz4,Agder Politidistrikt,205,1,Kristiansand,23mmz4-0,"politi på sted og i kontakt med involver eiere, ett melding om at to hund skal ha angrep en hund i nær av sentrum. hund er død som følg av hendelsen. politi gjør undersøkelser.",2023-08-05 13:01:48.966820300+00:00,
690,12741,23jqh5,Troms Politidistrikt,211,4,Tromsø,23jqh5-0,"nødetat rykk ut på melding om trafikkulykk ved jekta. en motorsykkel skal vær involvert, en person er skadet. sak oppdateres.",2023-07-31 21:27:21.758823800+00:00,
698,11802,23sjnf,Sør-Øst Politidistrikt,204,12,Drammen,23sjnf-0,kl: : mann i åren ble pågrep av politiet. mann er sikt for å ha knivstukk en ann mann i magen. hend har skjedd i sentrum av drammen.,2023-08-08 11:19:24.128713200+00:00,
699,10329,23j2vm,Vest Politidistrikt,207,4,Kvam Herad,23j2vm-0,kl. : nødetat rykk ut til motorsykkelulykke. en person på mc. veltet. fremstår som en alvor trafikkulykke.,2023-08-18 16:55:45.668911800+00:00,
700,4562,2327tz,Vest Politidistrikt,207,0,Bergen,2327tz-0,bil merk hels berg er stjål i løp av natt fra sandvik sykehus. patrulj funn igj bil i heggbakk med mistenkt mann i førersete. mann framstår som ruset.,2023-09-25 08:12:25.910853200+00:00,
702,3979,23htc4,Vest Politidistrikt,207,4,Bergen,23htc4-0,kl : politi og brannves på staden. fall takstein frå eit tak. vurder til far for at det kan ras meir ned. kringsjåvei blir stengt ei tid framov i påvent av sikringstiltak og ny vurdering.,2023-09-29 08:49:56.727225400+00:00,
707,6126,23g357,Agder Politidistrikt,205,1,Kristiansand,23g357-0,"politi har pågrep en person i vågsbygd, han skal ha fremstått som truend og var i besitt av en øks. ing er skadet, pågrip forgikk uten dramatikk.",2023-09-15 09:33:31.233482200+00:00,
712,716,23zl3t,Vest Politidistrikt,207,12,Bergen,23zl3t-0,kl . meld om valdshend mellom fleir person inn på pizza/kabab utsalg. ing skadd. politi vor på stad og fått forklaring frå ein part som var igj på staden. det oprett sak av patruljen. .,2023-10-19 22:39:36.155454400+00:00,
719,9432,23741p,Sør-Øst Politidistrikt,204,12,Skien,23741p-0,politi rykk ut til melding om slagsmål mellom ungdommer. oppdateres.,2023-08-24 15:39:40.784903500+00:00,
727,12700,23t28t,Agder Politidistrikt,205,0,Kristiansand,23t28t-0,kl . politi har pågrep en person på dvergsnes. han ble pågrep i det han mest sannsyn var i ferd med å stjel en båt. det er funn en ann båt ikk langt unn som fremstår som den er stjålet. det jobb nå med å komm i kontakt med eier av denne.,2023-08-01 09:46:44.276271500+00:00,
729,8785,239s58,Sør-Øst Politidistrikt,204,6,Holmestrand,239s58-0,: - politi har gjennomført en åstedsundersøk ett melding om innbrudd i en garasje. forhold skal ha skjedd i løp av helgen. fra sted er det stjål divers verktøy og en snøfreser. politi opprett en sak.,2023-08-28 17:23:20.898999700+00:00,
731,11006,23hbvg,Trøndelag Politidistrikt,209,2,Stjørdal,23hbvg-0,"kl. melding om at en mann mishandl en hund lang fv - vi rykk ut og påtreff mann og oppnår positiv dialog - ett kort tid blir han krakilsk, og det blir basketak - vi har nå kontroll på han. vi har også kontroll på hunden.",2023-08-13 20:13:16.840296300+00:00,
733,2320,23kd5r,Vest Politidistrikt,207,1,Bergen,23kd5r-0,"meld om kvinn som gikk inn på stengt matserveringssted, vist seg at dør har vært ulåst. ingenting stjålet, kvinn bortvist fra området.",2023-10-10 03:06:00.906979100+00:00,
740,9445,23748j,Trøndelag Politidistrikt,209,4,Trondheim,23748j-0,fler passasjer i en buss skad da bussjåfør mått foret en kraft oppbremsing for å unngå å kollidere. politi og ambulans på stedet.,2023-08-24 14:03:08.755894900+00:00,
741,3852,23rgll,Sør-Øst Politidistrikt,204,6,Skien,23rgll-0,: - politi mottok melding om to person som forsøkt å ta seg inn i en bil. da politi ankom sted påtraff vi to menn i hhv - og -årene. de erkjent å ha stjål divers gjenstand fra kjøretøyet. gjenstand ble tilbakelever og politi opprett sak.,2023-09-30 06:27:29.368705500+00:00,
743,10535,23h2c3,Sør-Øst Politidistrikt,204,6,Midt-Telemark,23h2c3-0,politi ble tilkalt til en hytt ett melding om innbrudd og skadeverk som ble oppdag idag. men patrulj var på sted ble det avdekk at totalt hytt har hatt ubudn gjester. patrulj har gjort undersøk og opprett sak.,2023-08-17 11:06:04.698699700+00:00,
744,16670,23pdvs,Sør-Øst Politidistrikt,204,2,Skien,23pdvs-0,kl. : broen er midlertid stengt av politi pga et helsetilfelle. omkjøring ett eget ønske. broen vil snart åpn igjen.,2023-06-16 11:52:20.885226500+00:00,
749,11155,23rvt6,Trøndelag Politidistrikt,209,12,Malvik,23rvt6-0,"ambulansepersonell på oppdrag ble angrep av en mann i -år som slo, blant ann med en flaske. politipatrulj ble send for å bistå og mann ble pågrepet. han fremsto som aggressiv og ruspåvirket. blir anmeld for voldsbruken.",2023-08-12 21:27:10.110396900+00:00,
757,6461,231129,Sør-Øst Politidistrikt,204,0,Kongsberg,231129-0,": melding om innbrudd i gatekjøkken. politi har undersøkt åstedet. små skad og ikk snakk om stor verdier. stjål is, sjokolad og noe mynt. forhold vurder anmeldt.",2023-09-13 09:46:39.082518600+00:00,
763,2306,23sz9l,Trøndelag Politidistrikt,209,4,Trondheim,23sz9l-0,nødetat rykk ut til kong øystein veg hvor en person har blitt påkjørt av en bil. ukjent skadegrad.,2023-10-10 04:55:13.051958600+00:00,
773,752,23rj9t,Troms Politidistrikt,211,1,Tromsø,23rj9t-0,"politi mottok melding fra barn, henholdsvis , og år. de hadd vært på tur i marka, og klart å gå seg bort. ett en kort stund fikk vi avklart eksakt posisjon og kunn ring en av barn mødr og beskriv hvor barn var. barn hent av moren.",2023-10-19 17:42:13.873079+00:00,
774,14134,23rgrm,Sør-Øst Politidistrikt,204,4,Drammen,23rgrm-0,"kl. : nødetat er på sted ett melding om sammenstøt mellom to kjøretøy. dett skal vær i kryss mot #haugesgate. involver person tilse av helsepersonell, antatt ikk alvor skadd.",2023-07-20 13:34:04.757810400+00:00,
776,5499,23vdrr,Troms Politidistrikt,211,2,Harstad,23vdrr-0,politi stans i formiddag en åpenbart ruspåvirk person på el-sparkesykkel. vedkomm var lit tilfred med dett og oppført seg på en slik måt at han blir anmeld for forulemping av offent tjenesteperson. prøv ble sikr og vedkomm er anmeldt.,2023-09-19 11:29:35.707007800+00:00,
780,6205,239l4w,Trøndelag Politidistrikt,209,1,Meråker,239l4w-0,"melding om ras på e områd renå, omtrent samm sted som tidligere. stein som har rast ut i vegbanen. ing personskad ell materiell skad meldt. politi, entreprenør m.m. er på vei til stedet. ett kjørefelt stengt. uavklart om veg blir helt stengt.",2023-09-14 18:11:46.878673500+00:00,
785,5688,23rj9x,Øst Politidistrikt,202,5,Fredrikstad,23rj9x-0,mann som har falt på sparkesykkel og fremstår noe skadd. mann er trol også beruset. ambulans og patrulj på vei.,2023-09-17 17:10:27.468521400+00:00,
789,13359,235x3t,Trøndelag Politidistrikt,209,9,Trondheim,235x3t-0,"brun dvergkanin observer i nabolag den ikk virk å vær kjent i. savn du en slik, kan du ring oss på .",2023-07-26 16:08:00.323287200+00:00,
801,9747,23f1mc,Vest Politidistrikt,207,5,Austevoll,23f1mc-0,"politi og hels er på industriområd ett melding om ein tilsett som har vor utsett for eksponering av ein gass ifm arbeid. skjedd ifm arbeid på ein tank. vedk blir varetek av helse, me snakk med andr i bedrifta.",2023-08-22 14:12:26.934549600+00:00,
802,11282,23sml7,Agder Politidistrikt,205,1,Gjerstad,23sml7-0,"melding om berus mann på en festival som oppført seg truend mot vektere. oppført seg dår mot patruljen, dytt og forsøkt å sparke. anmeld og blir innbragt til arresten.",2023-08-11 22:46:43.183256700+00:00,
803,16147,23sqw9,Sør-Øst Politidistrikt,204,1,Kragerø,23sqw9-0,": - politi fikk melding om at en båtfør hadd kjørt inn i en brygge. det ble ing syn skad på brygga, men båtfører fremsto beruset. da politi påtraff vedkomm utenfor bærøy unndro han seg kontroll ved å hopp i vannet.",2023-06-27 17:55:12.315753300+00:00,
804,7169,23lbbq,Sør-Øst Politidistrikt,204,12,Drammen,23lbbq-0,"politi fikk telefon fra en far kl , om at sønn hadd komm hjem for ca en tim siden, og hevd seg slått i ansikt av en ukjent mann. de er nå på sykehus med mul brukk kjeve. foranledning skal vær en diskusjon. vi etterforsk hend nå.",2023-09-08 19:36:06.928579900+00:00,
814,17314,2342ff,Sør-Øst Politidistrikt,204,4,Tønsberg,2342ff-0,melding om en trafikkulykk mellom en buss og en personbil. nødetat rykk ut. oppdateres.,2023-06-01 10:22:58.737223+00:00,
817,7571,230n9p,Møre og Romsdal Politidistrikt,208,4,Averøy,230n9p-0,melding om trafikkulykke. sammenstøt mellom personbil og motorsykkel. motorsyklist opplys å vær skad men bevisst. nødetat på vei til stedet. oppdateres.,2023-09-06 15:25:59.306491100+00:00,
818,7163,23pm9h,Vest Politidistrikt,207,11,Bjørnafjorden,23pm9h-0,"meld om kollisjon mellom ferj og seglbåt, seglbåt skal ha gått ned. nødetat er på veg, hending blir koordiner av hovudredningssentralen.",2023-09-08 19:47:07.421257100+00:00,
829,6215,23tpnk,Øst Politidistrikt,202,12,Fredrikstad,23tpnk-0,politi har pågrep en mann i slutt av tenår ett en hend i fredrikstad sentrum. en kvinn i -år er ved bruk av vold/tvang fratatt et smykke. politi vil følg opp den fornærm damen. hun skal ikk vær alvor skadet.,2023-09-14 17:04:36.782228+00:00,
835,15614,23zsr1,Vest Politidistrikt,207,1,Bergen,23zsr1-0,"mann, år pågr av politi på vågsallmeningen. politi mått bruk pepperspray for å få kontroll på han. han skal ha vært truend og uttager mot dem. i forkant av pågr skal mann fremsatt trusl mot vekter og ansatt på berg storsenter.",2023-07-08 07:04:32.481054700+00:00,
840,3288,23h71z,Agder Politidistrikt,205,6,Vennesla,23h71z-0,"kl. : utløst innbruddsalarm i dagligvarebutikk, politi har kontroll på gjerningspersonen. vedkomm hadd stjål noe halvliter med øl.",2023-10-04 01:18:42.721944+00:00,
841,11029,23qpvt,Vest Politidistrikt,207,4,Aurland,23qpvt-0,"kl. : buss i full fyr i nærøydalen. meld om mykj flamm og svart røyk. skal vær ein turistbuss. ikkj meld om person i bussen, som står på ein rasteplass. samt naudetat er på veg til staden.",2023-08-13 17:10:09.246367+00:00,
847,10658,239fxj,Agder Politidistrikt,205,4,Kristiansand,239fxj-0,melding om trafikkulykk på setesdalsvei syd for mosby. en bil har kjørt av veien. kun en person i bilen. nødetat er varsl og på vei til stedet.,2023-08-16 11:58:00.804216100+00:00,
859,13025,23wt3q,Nordland Politidistrikt,210,10,Dønna,23wt3q-0,"politi mått grip inn i to slagsmål ca kl , og ta kontroll på totalt personer. bortvist fra festivalområdet, ivaretatt av venner. anmeld vurderes.",2023-07-29 04:54:04.238467900+00:00,
860,13701,23ml2j,Trøndelag Politidistrikt,209,5,Namsos,23ml2j-0,trafikkuhell. en bil har kjørt gjennom rekkverk og inn i en hage. ing er skadet. det er snakk om øvelseskjøring. patrulj er på sted og tar opp forklaringer. det blir opprett sak og førerkort til ansvar før blir tatt i beslag.,2023-07-23 15:04:54.450710200+00:00,
868,3126,23rg0d,Sør-Øst Politidistrikt,204,3,Porsgrunn,23rg0d-0,melding om brann i en lift. denn skal stå på en heng på fv. trafikk står. vi er på vei.,2023-10-05 08:24:49.462952900+00:00,
877,10263,23ljbg,Vest Politidistrikt,207,7,Øygarden,23ljbg-0,"kl : redning iverksatt ett fallulykk i terrenget. samt nødetat rykk ut. mann i -år hent av redningshelikopter. våk og bevisst, ell ukjent skadeomfang. flydd til haukeland sykehus.",2023-08-19 04:20:31.708056300+00:00,
879,1274,2335p9,Sør-Øst Politidistrikt,204,4,Larvik,2335p9-0,nødetat rykk ut til melding om trafikkulykk i kryss stavernsveien/storgata. en syklist påkjørt av personbil. ikk meld om alvor personskade.,2023-10-16 09:39:15.576233600+00:00,
881,15142,23fsg1,Vest Politidistrikt,207,1,Austevoll,23fsg1-0,politi er på vei til austevoll. en person fremsatt verbal trusler. ing melding om skadde. sivil skal ha kontroll på mistenkte.,2023-07-12 16:52:22.350379500+00:00,
884,14526,230q17,Møre og Romsdal Politidistrikt,208,1,Molde,230q17-0,mann i slutt av åren pågrep av politi for oppbevaring av narkotika. politi har i samm sak ransak sikt bopel. pågrepn innsatt i varetekt.,2023-07-17 00:13:33.975007900+00:00,
895,10020,23brpr,Troms Politidistrikt,211,4,Tjeldsund,23brpr-0,nødetat rykk ut ett melding om singelulykk med mc. før var alen på sykkel og har kjørt ut av vegen. ivaret av forbipasser inntil nødetat er fremme. før klag over smert i en fot. årsak ukjent. oppdater da vi vet noe mer.,2023-08-20 14:06:21.998423800+00:00,
898,11884,230546,Sør-Øst Politidistrikt,204,4,Færder,230546-0,nødetat rykk ut til en trafikkulykk - ens bil som har kjørt ut i en sving og snurr rundt. oppdater når vi ankomm stedet.,2023-08-07 16:18:27.051356300+00:00,
899,7477,231l1f,Sør-Øst Politidistrikt,204,0,Skien,231l1f-0,kl : fv - up har i løp av formiddag avhold trafikkontroll. fartsgrens på sted for kontroll er km/t. fikk forenkl forelegg for hastighet. en fikk gebyr for mangl bruk av bilbelte. høyest hast km/t.,2023-09-07 09:51:05.906404500+00:00,
901,868,23s7w5,Vest Politidistrikt,207,5,Øygarden,23s7w5-0,"kl : fv skjergardsvegen, trafikkkulykke, mc og personbil involvert, bilfør er uskadd. mc-før er våk og bevisst, blir sjekk av hels på stedet. bil og mc er flytt ut av veien. grei flyt i trafikken.",2023-10-19 06:32:10.994617400+00:00,
904,14600,23kkdx,Møre og Romsdal Politidistrikt,208,1,Averøy,23kkdx-0,"meld om en hitt båt i kvernesfjorden. båt er merk med tam. hvit fot speedbåt med vindskjerm, mul uls båtmerke. har en svart hk påhengsmotor. båt er tatt hånd om. eier kan kontakt politiet.",2023-07-16 11:08:19.270587+00:00,
907,13607,23tck4,Sør-Øst Politidistrikt,204,5,Nome,23tck4-0,: melding om trafikkulykke. en bil som har kjørt ut. person i bilen. fremstår ikk alvor ett det vi får vit pr nå. oppdateres.,2023-07-24 13:07:22.149805500+00:00,
908,2036,232rpg,Troms Politidistrikt,211,9,Kvæfjord,232rpg-0,"elgpåkjørsel på kvæfjordeidet, bilfør meld seg uskadd, kun materiell skad på kjøretøy.",2023-10-12 05:13:27.724593800+00:00,
917,1067,23dwvj,Trøndelag Politidistrikt,209,4,Indre Fosen,23dwvj-0,skaugdalsvei i riss stengt ett at det er gått et jordr over veien. verk bil ell folk i nærheten. i følg entrepenør er det ca met høyt og met bredt.,2023-10-18 05:06:31.711849500+00:00,
920,2275,233mw9,Troms Politidistrikt,211,5,Harstad,233mw9-0,"nødetat rykk ut til sandtorgholmen, sør for harstad, ett melding om at en bil er observer flyt i havet, cirk met fra land. det er foreløp ikk klart om det dreier seg om en nyl ulykk ell om det er et gammelt bilvrak.",2023-10-10 09:02:36.057651+00:00,
923,11330,23mtxx,Sør-Øst Politidistrikt,204,5,Midt-Telemark,23mtxx-0,nødetat rykk ut ett melding om trafikkulykke. det er kjøretøy og fler person involvert.,2023-08-11 15:13:40.959704700+00:00,
924,12737,237zgc,Sør-Øst Politidistrikt,204,0,Horten,237zgc-0,patrulj stans et kjøretøy ved tiden. den lokal mann i -år fremstod ruset. ble tatt med inn for bevissikring - førerkort beslaglagt og sak opprettet.,2023-07-31 21:38:34.402786900+00:00,
926,1694,23rtlj,Vest Politidistrikt,207,12,Bergen,23rtlj-0,"kl : skjoldskiftet, knivstikking. en mann, år pågrep og sikt for kroppskade. en mann, år, innlagt hus, skad i overkroppen. politi har kontroll på gjerningsvåpenet.",2023-10-14 03:18:02.859230500+00:00,
