,parent_id,district,districtId,label,municipality,message_id,text,createdOn,updatedOn
14428,23gjg3,Troms Politidistrikt,211,4,Balsfjord,23gjg3-0,En ATV med 3 personer har kjørt ut av veien på FV87 i Tamokdalen. Det er meldt om personskader. Nødetatene er på vei til stedet. Meldingen oppdateres.,2023-07-17 23:02:03.231685200+00:00,
4966,23gxhw,Sør-Øst Politidistrikt,204,2,Sandefjord,23gxhw-0,00:21 En mann i slutten av tenårene klarte å tiltrekke seg oppmerksomheten til en patrulje. Han var utagerende og i konflikt med blant annet en dørvakt. Mannen ble bortvist. ,2023-09-22 23:16:59.898998900+00:00,
599,239ddf,Agder Politidistrikt,205,4,Lillesand,239ddf-0,En strømstolpe med ledninger og 2 trær har veltet over vegen på stedet. En person står på stedet og varsler annen trafikk til Agder energi ankommer. Strømmen har gått på stedet slik at det er mørkt langs veien. Kjør forsiktig og vis hensyn. ,2023-10-20 17:20:23.292959900+00:00,
16187,236k1q,Trøndelag Politidistrikt,209,4,Trondheim,236k1q-0,"Trafikkulykke mellom bil og syklist på Rye. Helse akkurat kommet fram, og melder om skrubbsår på syklist og ingen trafikale problemer.",2023-06-26 14:32:31.682125700+00:00,
15912,23hcfl,Sør-Øst Politidistrikt,204,4,Larvik,23hcfl-0,UP har hatt laser kontroll ved Halle. 7 forenklede forelegg utstedt. Høyeste hastighet 88 km/t i 70 km sonen.,2023-07-03 13:39:20.743049600+00:00,
12247,23nz8j,Vest Politidistrikt,207,6,Bergen,23nz8j-0,Kl. 0026: Politiet anholdt mann i 30-årene  etter melding om at han hamret på ett vindu. Viste seg etter hvert at mannen hadde forsøkt å bryte seg inn i et hus. Mannen godt beruset og kliss våt etter å ha vært i sjøen. Mannen anmeldes. ,2023-08-05 01:08:51.586351900+00:00,
1768,236bd5,Sør-Øst Politidistrikt,204,12,Drammen,236bd5-0,Politiet rykker ut til stedet med flere patruljer etter melding om slagsmål mellom 10-12 personer. Oppdateres.,2023-10-13 18:32:07.920167800+00:00,
9464,233d7h,Nordland Politidistrikt,210,4,Alstahaug,233d7h-0,"Uregistrert bil stanset for kontroll. Fører mistenkes for ruspåvirket kjøring. 
Etterforskning pågår, sak opprettes. ",2023-08-24 11:57:48.852891+00:00,
12401,23tpd2,Trøndelag Politidistrikt,209,4,Trondheim,23tpd2-0,"Kl. 2212, Melding om trafikkuhell, mopedbil kjørt av veien og havnet i en hage. Mopedbilen trillet rundt og er ikke kjørbar. Fører er en ung mann på 17 år - sier han har sovnet under kjøring - sak opprettes.",2023-08-03 20:57:33.187695400+00:00,
4263,23b52g,Agder Politidistrikt,205,2,Kristiansand,23b52g-0,"Kl. 1201, melding om mann som oppfører seg truende og utagerende mot folk i området Posebyen. Politiet har kontroll på han. Anmeldes for ordensforstyrrelse og bortvises fra sentrum.",2023-09-27 10:22:22.609129100+00:00,
9898,2374zf,Møre og Romsdal Politidistrikt,208,4,Vestnes,2374zf-0,To forenklede forelegg er skrevet ut i forbindelse med trafikkontroll. Høyeste fart ble målt til 107 km/t i 80 sone.,2023-08-21 11:30:44.537638600+00:00,
16509,232nts,Sør-Øst Politidistrikt,204,4,Drammen,232nts-0,kl 19:08 - Bjørnstjerne Bjørnsons gate rett før rundkjøring ved Bangeløkka. Politiet er på stedet etter melding om kjøretøystans. Noe trafikale utfordringer på stedet. Politiet bistår med dirigering ,2023-06-19 17:28:04.592189500+00:00,
295,23f5lq,Vest Politidistrikt,207,6,Øygarden,23f5lq-0,"Meldt om innbrot i to einebustader i kommunen, på Ågotnes/Kårtveit og Kolltveit. Patrulje vil dra til begge stadene for å sikra spor.",2023-10-22 13:57:14.466298500+00:00,
13601,23lwh4,Troms Politidistrikt,211,7,Tromsø,23lwh4-0,Frivillige mannskaper fra Røde Kors har bistått med å hjelpe ned en turgåer som hadde skadet en ankel og ikke kom seg ned på egenhånd. Turgåeren er nå trygt nede og overlatt til helsevesenet.,2023-07-24 14:44:34.583066300+00:00,
16847,23n7nb,Sør-Øst Politidistrikt,204,3,Drammen,23n7nb-0,Nødetatene rykker ut til brann i bolig. Oppdateres.,2023-06-13 10:33:37.559376800+00:00,
5693,23xgkh,Sør-Øst Politidistrikt,204,4,Porsgrunn,23xgkh-0,"Kl. 15:36
MC stanset og fører, mann i 60 årene fremstod ruset. Mannen ble fremstilt for lege og prøver ble tatt. 

Mannens førerkort ble beslaglagt. Han hadde kun førerkort for bil. 

Saken anmeldt. ",2023-09-17 16:09:31.538808200+00:00,
12299,23g9qh,Nordland Politidistrikt,210,4,Alstahaug,23g9qh-0,"Melding om en bil som har kjørt ut av veien i Sandnessjøen. Ikke meldt om personskader, men det er skader på kjøretøyet.
Oppdateres.",2023-08-04 18:52:00.954725600+00:00,
3768,233q36,Sør-Øst Politidistrikt,204,4,Bamble,233q36-0,20:10 Patruljen stanset mannlig bilist i 60-åra for kontroll. Han hadde ikke gyldig førerkort og blir anmeldt.,2023-09-30 18:33:48.269463500+00:00,
16999,23fgk9,Sør-Øst Politidistrikt,204,1,Sandefjord,23fgk9-0,"kl 04:51 Politiet og ambulanse er på stedet etter melding om en person som ble truet med kniv. Politiet er i kontakt med begge parter. Fornærmede undersøkes av ambulanse. Politiet har kontroll mistenkte, mann i 30 årene og undersøker hendelsesforløp.",2023-06-10 03:04:54.069307500+00:00,
11266,235jgl,Nordland Politidistrikt,210,2,Narvik,235jgl-0,En person ikke ønsket inne på utested grunnet beruselse. Bortvist av politiet fra sentrum. ,2023-08-12 00:43:51.133902800+00:00,
17130,23kxbg,Sør-Øst Politidistrikt,204,3,Sandefjord,23kxbg-0,kl 20:43 - Nødetatene rykket ut til stedet etter melding brann i terreng. Brannvesenet fikk slokket brannen. Det har brent i en gapahuk og ca 15 kvadratmeter i terreng med gress og lyng. Uviss brannårsak. ,2023-06-05 20:10:14.906379800+00:00,
460,23fwjp,Troms Politidistrikt,211,4,Karlsøy,23fwjp-0,Trafikkulykke i Hessfjord på Ringvassøya. 2 biler har kollidert. Ikke meldt om personskader. Nødetatene er på tur til stedet. ,2023-10-21 17:07:24.942387+00:00,
14786,23k7bv,Vest Politidistrikt,207,2,Tysnes,23k7bv-0,"Ein mann slått i hovudet då han bad nokon som spelte høg musikk frå ein blinkande og svært høglydd boombox. Patrulje snakka med partane. Dei med musikken fått pålegg om å slå av, mannen som vart slått vil melda.",2023-07-15 06:13:49.057890100+00:00,
9226,23dnvb,Vest Politidistrikt,207,12,Bergen,23dnvb-0,Kl.0030. Slagsmål på Vetrlidsallmenningen.  Flere involverte.  En person har brukket en tann. Politiet på stedet og kontakt med gjerningsmann og fornærmede.,2023-08-25 23:05:06.796905700+00:00,
3950,23k77k,Sør-Øst Politidistrikt,204,4,Drammen,23k77k-0,"UP har hatt adferdskontroll. 
16 har fått forenkla forelegg for mobilbruk under kjøring og en ble anmeldt (ønsket ikke vedta forelegg) og en fikk gebyr for manglende bruk av bilbelte.",2023-09-29 11:33:03.774654100+00:00,
4191,2370np,Troms Politidistrikt,211,4,Tromsø,2370np-0,@utrykningspol har avholdt kontroll i 30 sone. 27 førere fikk forenklet forelegg pga for høy fart. En mann i 30 årene fikk førerkortet beslaglagt da han ble målt til 76 km/t. Flertallet av de som ble tatt hadde små barn i bilen. Det er skuffende å se.,2023-09-27 17:10:56.158827200+00:00,
12487,23zqz7,Trøndelag Politidistrikt,209,3,Trondheim,23zqz7-0,"Kl. 0228, Brannvesnet og vi rykker ut til automatisk brannmelder, som er utløst på  en institusjon.",2023-08-03 00:34:37.855218800+00:00,
8304,23gd5l,Sør-Øst Politidistrikt,204,4,Tønsberg,23gd5l-0,Kl. 10:57 UP har hatt laser kontroll i 30-sone. 11 forenklede forelegg utstedt. Høyeste hastighet var 47 km/t.,2023-09-01 11:04:49.533351300+00:00,
1350,23f8bw,Sør-Øst Politidistrikt,204,4,Skien,23f8bw-0,"Kl. 19:02 Politipatruljen stanset en bil for kontroll i sentrum, hvor fører mistenkes for promillekjøring og kjøring uten å inneha førerkort. Fører er dimmitert etter avhør og bevisopptak.",2023-10-15 18:39:29.142284300+00:00,
8369,23nrql,Agder Politidistrikt,205,4,Farsund,23nrql-0,Kl 1845. Politiet mistenker mopedfører for ruskjøring i utkanten av sentrum. Blodprøve sikret. Vil også bli anmeldt for å unndra seg kontroll. Sak opprettes. ,2023-08-31 19:14:46.318440700+00:00,
11019,23j6zv,Trøndelag Politidistrikt,209,7,Midtre Gauldal,23j6zv-0,"Vi har iverksatt en redningsaksjon etter melding om at en syklist på tur opp til fjelltoppen ""Rødsteinen"" har falt og sklidd ned en bratt skråning. Bakkemannskap og Redningshelikopter er satt inn i operasjonen.",2023-08-13 17:43:18.402965600+00:00,
13527,236g55,Vest Politidistrikt,207,4,Vaksdal,236g55-0,"Kl 1005: Singelulykke, bil kjørt i autovernet på utsiden av tunnelen, nødetatene er fremme på stedet. ",2023-07-25 08:19:52.383018700+00:00,
14959,23s9f6,Øst Politidistrikt,202,3,Frogn,23s9f6-0,Oslofjordtunnelen er stengt ifm. mindre branntilløp i motorrom på personbil. Brannvesenet har kontroll. Ingen er skadet. Bilberger er på vei.,2023-07-14 01:09:38.817984500+00:00,
4642,23mpbl,Agder Politidistrikt,205,6,Kristiansand,23mpbl-0,Kl. 1235. Melding om at det har vært innbrudd i en båt. Politiet ser om vi får undersøkt åstedet i kveld. ,2023-09-24 16:16:55.483067400+00:00,
6875,23vvc5,Trøndelag Politidistrikt,209,4,Orkland,23vvc5-0,UP har stanset en bil hvor fører mistenkes for kjøring i beruset tilstand. Inn til Tjenestekontoret på Orkanger for bevissikring.,2023-09-10 10:56:35.852973400+00:00,
14508,23xtxj,Sør-Øst Politidistrikt,204,3,Skien,23xtxj-0,kl 10:05 - Politi og brannvesen er på vei til en barnehage etter melding om røykutvikling fra en lysbryter på et pauserom. Alle skal være ute av bygget. ,2023-07-17 08:13:01.216291100+00:00,
10890,23tq7p,Trøndelag Politidistrikt,209,4,Skaun,23tq7p-0,"UP har i dag gjennomført fartskontroll i 80-sonen i Buvika. Resultatet ble syv forenklede forelegg, en anmeldelse og et førerkortbeslag. Høyeste hastighet var 118 km/t. ",2023-08-14 15:53:13.871741400+00:00,
10142,23bm28,Nordland Politidistrikt,210,1,Bodø,23bm28-0,Mann i 60 årene innbrakt i drukkenskaps arresten. Ikke i stand til å ta vare på seg selv. ,2023-08-19 22:28:22.181340800+00:00,
15615,23lpsg,Agder Politidistrikt,205,2,Kristiansand,23lpsg-0,Melding om noen som knuser ruter på en adresse. Politiet har vært på stedet og det bunner i uoverensstemmelse på stedet. Partene er skilt og det er rolig nå. ,2023-07-08 06:34:55.706211+00:00,
2930,23vnt7,Sør-Øst Politidistrikt,204,4,Larvik,23vnt7-0,"UP målte en bilfører til 87 km/t i 50-sonen. Bilfører, en lokal mann i 20-årene mistet derved førerkortet - og sak opprettet. ",2023-10-06 12:05:37.626750700+00:00,
17345,23p6lm,Sør-Øst Politidistrikt,204,2,Larvik,23p6lm-0,15:57 Melding om en dame som løp rundt og kastet ting å folk. Politiet til stedet og tok med seg en  lokal dame i 40 årene til arresten. Damen var ruset. Sak opprettet. ,2023-05-31 16:29:14.463092+00:00,
700,23b3tt,Agder Politidistrikt,205,4,Kristiansand,23b3tt-0,Melding om trafikkulykke. En bil med to personer har kjørt ut av veien. Begge er ute av bilen og oppegående. Det er ikke meldt om personskade pr.nå. Ambulanse og politi på vei.,2023-10-20 04:26:45.425575900+00:00,
1554,23bjsp,Møre og Romsdal Politidistrikt,208,2,Kristiansund,23bjsp-0,Politiet har påtruffet to personer som tidligere fikk pålegg om å forlate sentrum. Personene innbringes til arresten.,2023-10-14 22:53:23.953954400+00:00,
4222,23mkw8,Vest Politidistrikt,207,4,Hyllestad,23mkw8-0,"Kl 1435 meldt om trafikkulykke på FV 607 Åfjordvegen ved Ottringsvika. Ein bil køyrt i fjellknaus, ein person i bilen som er vaken og medviten. Vegen er stengd, naudetatene er fremme og bilberger er på veg.",2023-09-27 13:33:51.658280500+00:00,
3646,23c7nk,Møre og Romsdal Politidistrikt,208,4,Gjemnes,23c7nk-0,"Kl 0300 - melding om mindre trafikkuhell på fv666 Ørvegen. Ein bil køyrde i grøfta i lav hastighet. Ingen personskade eller skade på bil. Mannen på 19 år som var bilførar vert sikta for å ha køyrd i berusa tilstand. Blodprøve, beslag av førarkort og straffesak.",2023-10-01 03:49:47.933324100+00:00,
2575,237stb,Agder Politidistrikt,205,2,Kristiansand,237stb-0,"Kl. 0253, en person bortvist fra sentrum for resten av natten. Blandet seg inn i politiets arbeid i Markens gate.",2023-10-08 00:59:37.894783300+00:00,
13065,23szdx,Nordland Politidistrikt,210,2,Bodø,23szdx-0,"Politiet bistått vakter ved utested - en person bortvist fra sentrum etter å ha opptrådt truende mot gjester. Etterkom pålegget, mulig forholdet blir anmeldt i ettertid av fornærmede. ",2023-07-28 23:46:49.668282900+00:00,
1637,23fq6s,Øst Politidistrikt,202,4,Halden,23fq6s-0,Flere meldere på to elger ved E6 mellom Svinesundparken og tollstasjonen. De skal også ha krysset veibanen. VTS og Viltnemd varslet. Vær obs.,2023-10-14 13:21:35.267908+00:00,
16826,23mckw,Sør-Øst Politidistrikt,204,4,Horten,23mckw-0,"Nødetater er på vei til stedet etter melding om trafikkulykke i sydgående retning. 3 biler skal være involvert i ulykken. Ukjent skadeomfang, oppdateres.",2023-06-13 13:44:22.356077300+00:00,
7129,237t33,Troms Politidistrikt,211,2,Harstad,237t33-0,"Klokken 00:27 mottok politiet melding om uro mellom noen personer på en utendørs fest. En person var lagt i bakken og en kniv var funnet. Ingne opplysninger om skadde, men den uklare situasjonen førte til utrykning og bevæpning. Kontroll på stedet.",2023-09-08 23:46:16.244691100+00:00,
9009,23pgcw,Møre og Romsdal Politidistrikt,208,6,Molde,23pgcw-0,Kl 0010 En Litauisk mann ble pågrepet av politiet etter tips fra publikum. Han hadde blitt observert i det at han hadde tatt seg inn i en gravemaskin hvor han borttok dyrt elektronisk utstyr fra gravemaskinen. ,2023-08-27 02:32:27.479300800+00:00,
9225,23srvz,Trøndelag Politidistrikt,209,2,Frøya,23srvz-0,"Politiet rykket ut til en fiskecamp på Frøya etter melding om en beruset, aggressiv mann. Mannen ble fraktet bort av politiet. Etter eget ønske fikk han mulighet til å ta inn på hotell. Ingen anmeldelse. ",2023-08-25 23:13:20.653493400+00:00,
5511,2398hk,Agder Politidistrikt,205,4,Lillesand,2398hk-0,"Kl. 11,48, bil har fått motorstans i retning i Oslo. Står helt ut mot grøfta i høyre felt. Bilberger er bestilt.",2023-09-19 09:55:33.918679500+00:00,
16925,232h2q,Sør-Øst Politidistrikt,204,5,Holmestrand,232h2q-0,18:01 Melding om trafikkulykke. En bil har kjørt ut. 2 person gikk fra bilen. Begge personene i bilen gikk fra stedet. Politiet har kontroll på de to i bilen. Ikke alvorlig personskade. Oppdateres.,2023-06-11 16:36:19.068611+00:00,
9017,232vk6,Trøndelag Politidistrikt,209,2,Trondheim,232vk6-0,Politiet har rykket ut etter melding om to vanskelige taxikunder. En passasjer har kastet opp og slått inne i bilen. Amper stemning. Rolig da politiet kom til stedet. I kontakt med partene. ,2023-08-27 02:13:41.094245200+00:00,
821,23lbl5,Sør-Øst Politidistrikt,204,4,Porsgrunn,23lbl5-0,"Kl: 14:20
UP har hatt trafikkontroll på stedet. 

13 bilførere fikk forenklede forelegg for å ha kjørt i for høy hastighet. Høyeste hastighet var 57 km/t i 40 km/t sone. ",2023-10-19 13:17:54.553458200+00:00,
2150,2320df,Agder Politidistrikt,205,4,Lindesnes,2320df-0,Kl 1315. UP har hatt fartskontroll på E39 v/Mones i 60-sone. 6 bilførere fikk forenklede forelegg. Høyeste hastighet 84 km/t. ,2023-10-11 11:19:19.321470100+00:00,
10530,231t15,Møre og Romsdal Politidistrikt,208,4,Ålesund,231t15-0,"UP har gjennomført fartskontroll i 80-sone på E39 Ørskogfjellet. 39 ff, 1 straffesak då føraren ikkje ønska å vedta ff. 2 beslag av førarkort og straffesaker etter målingar på 117 km/t og 136 km/t.",2023-08-17 11:52:39.251309300+00:00,
5492,23x9dk,Agder Politidistrikt,205,0,Lindesnes,23x9dk-0,"Kl. 1312, sjåfør melder at noen har stjålet en pakke fra bilen hans. Han er sjåfør for bil som leverer post og i forbindelse med dette ble det stjålet en pakke fra bilen. Politiet er på stedet og tar en forklaring.",2023-09-19 11:35:37.922385100+00:00,
7862,23r1dj,Agder Politidistrikt,205,4,Lillesand,23r1dj-0,Kl 1429. UP har stanset bil på E18 som ble målt til 118 km/t i 100-sone. Fører blir også anmeldt for kjøring uten gyldig førerkort. ,2023-09-04 12:35:59.779983500+00:00,
296,2321m3,Vest Politidistrikt,207,3,Voss,2321m3-0,"Meldt om at ein liten (jakt)hytte er nedbrunnen, ca 1000 moh, melder vore på tur og oppdaga dette då dei kom tilbake. Ingen skadde eller sakna og dei kjem seg ned frå fjellet på eigenhand. Mogelg ein vedomn som er årsaken.",2023-10-22 13:41:24.160005+00:00,
14931,237571,Sør-Øst Politidistrikt,204,5,Lier,237571-0,kl 10:34 - Politiet er på vei til sted etter melding om en arbeidsulykke. En maler skal ha falt ca 2m ned fra et stilas. Involverte er kjørt sykehus av ambulanse for sjekk. ,2023-07-14 08:46:36.777443400+00:00,
4018,23s0nz,Vest Politidistrikt,207,2,Gloppen,23s0nz-0,"Kl 2237 meldt om person som sat i bil som skaut med luftvåpen mot ein annan bil i Gloppen. Skadar på frontruta på bil, ingen skader på personar. Politiet har rykket ut og har funnet aktuell bil. Kontroll på personar i bilen som er ungdommar i tenåra.",2023-09-28 22:15:41.281262900+00:00,
11088,23nt70,Agder Politidistrikt,205,4,Lindesnes,23nt70-0,Politipatrulje stanser bil etter melding om vinglete kjøring. Fører fremstår som åpenbart beruset. Fremstilt for blodprøve. Jourhavende besluttet beslag av førerkort. Sak opprettet.,2023-08-13 07:37:42.762981600+00:00,
12723,23vccm,Øst Politidistrikt,202,12,Sarpsborg,23vccm-0,Kl.00:48 fikk politiet melding om at en person var knivstukket i Sarpsborg. Fraktet til Kalnes sykehus. Stabil tilstand. 1 mann pågrepet mistenkt for knivstikkingen.,2023-08-01 04:16:46.330557300+00:00,
2593,23lfzj,Finnmark Politidistrikt,212,2,Sør-Varanger,23lfzj-0,Annen mann i 40-årene er bortvist fra sentrum etter å ha utvist ufin oppførsel i beruset tilstand ved et utested i sentrum. ,2023-10-08 00:30:27.123862900+00:00,
11096,23329v,Vest Politidistrikt,207,4,Bergen,23329v-0,Kl 0512 stanset politiet en mann på el-sparkesykkel som ikke var edru. Ble tatt med inn for sikre nødvendige prøver. Sak opprettes.,2023-08-13 03:25:17.015662600+00:00,
2573,23sjr9,Trøndelag Politidistrikt,209,2,Levanger,23sjr9-0,"Midt på natta var blæra full og to personer fant på noe tull. Politiet rettet finger, - nye kroner inn til Staten plinger. 
To personer blir anmeldt for urinering på off. sted. ",2023-10-08 01:06:15.614510+00:00,
13182,23103n,Vest Politidistrikt,207,11,Gulen,23103n-0,Kl 01:16 Kystvakta stansa rusa båtførar. Blåst til over lovleg verdi. Blodprøve utført. Mannen blir meld.,2023-07-28 02:28:04.676129100+00:00,
16964,232zbq,Sør-Øst Politidistrikt,204,2,Skien,232zbq-0,kl 00:42 - Politiet ble tilkalt til Langbrygga etter melding om tilløp til bråk. Politiet bortviste en mann i 20 årene fra sentrum ,2023-06-10 23:22:33.370613300+00:00,
6028,23ln6n,Agder Politidistrikt,205,4,Vennesla,23ln6n-0,"Nødetatene rykker ut etter melding om trafikkulykke, to mopeder som har kollidert. Ukjent skadeomfang. ",2023-09-15 21:40:33.366488300+00:00,
16403,230191,Sør-Øst Politidistrikt,204,4,Skien,230191-0,"Up har hatt laserkontroll i 50 sone på Svanvikveien. 
11 stk har fått forenkla forelegg. Høyeste hastighet ble målt til 70 km/t.",2023-06-22 13:12:23.484143+00:00,
745,23j18t,Nordland Politidistrikt,210,4,Narvik,23j18t-0,"UP har gjennomført laserkontroll i 50 sone. 9 FF skrevet ut, høyeste hastighet 64 km/t.",2023-10-19 17:50:28.954374600+00:00,
3420,23csxq,Trøndelag Politidistrikt,209,3,Trondheim,23csxq-0,Nødetatene rykker ut til røykutvikling i bolig på Ugla. Oppdatering kommer.,2023-10-03 05:08:51.503985800+00:00,
4278,23r45g,Øst Politidistrikt,202,4,Lillestrøm,23r45g-0,Melding om en bil som kjørte i 40 km/t på E6 som skapte en del farlige situasjoner. Bilen stanset av politiet. Fører var en eldre mann i 90 årene. Førerkortet ble inndratt på stedet for ny vurdering av helse.,2023-09-27 08:31:00.954078100+00:00,
13525,23zp4c,Trøndelag Politidistrikt,209,4,Nærøysund,23zp4c-0,"Politiet har hatt laserkontroll, 4 forenklede forelegg for hastighet er utferdiget, høyeste hastighet var 83 km/t i 60 sonen.",2023-07-25 08:42:02.178307700+00:00,
9620,23335f,Agder Politidistrikt,205,4,Lindesnes,23335f-0,Melding om en stige som ligger i vegbanen. Politipatrulje på vei for å fjerne denne.,2023-08-23 13:12:48.784026500+00:00,
10882,23m76p,Sør-Øst Politidistrikt,204,4,Drammen,23m76p-0,Kl. 19:37 - En bil skal ha kjørt inn i en syklist ved rundkjøringen ved Mjøndalsbrua. Det skal ikke være store skader. Politi og ambulanse er på vei.,2023-08-14 17:40:44.401001600+00:00,
12274,2397jx,Øst Politidistrikt,202,2,Sarpsborg,2397jx-0,"Slossing i gata, politiet er på stedet med flere patruljer. Uvisst om noen er skadet.",2023-08-04 23:42:19.178261+00:00,
13574,23z3dc,Trøndelag Politidistrikt,209,9,Orkland,23z3dc-0,Patrulje på Orkanger kommet over en svart hund i Orkanger sentrum - tatt med inn til lensmannskontoret - eier kan ringe 02800.,2023-07-24 19:46:48.106695500+00:00,
12813,2309xc,Vest Politidistrikt,207,1,Aurland,2309xc-0,"Campinglivet er ikkje alltid lett, verken for grunneigar eller turist. Me har akkurat mekla mellom ein grunneigar og ein campingturist, der dei ikkje vart samde om innmark/utmark, privat og offentleg, rett og gale. Turistane flyttar no teltet.",2023-07-30 20:19:37.192961900+00:00,
15906,23zsd0,Sør-Øst Politidistrikt,204,4,Drammen,23zsd0-0,I Engerkrysset er lastebil og personbil involvert i en påkjørsel bakfra.   4 personer involvert. Ser ikke ut som dette er alvorlig. Lokalt brannvesen er på stedet. Oppdateres.,2023-07-03 15:46:56.810372400+00:00,
2668,233wf3,Vest Politidistrikt,207,3,Bjørnafjorden,233wf3-0,Søfteland kl 2356: politi og brannvesenet er på veg til staden etter melding om brann i ein konteinar. Mogleg årsak er fyrverkeri som er kasta oppi.,2023-10-07 22:04:44.673586900+00:00,
8735,23xcv8,Agder Politidistrikt,205,4,Kristiansand,23xcv8-0,"UP har hatt promillekontroll på Hamresanden, 40 bilførere ble kontrollert. En fører hadde lavpromille , og blir anmeldt. ",2023-08-29 09:12:34.006902900+00:00,
4761,23pv3z,Trøndelag Politidistrikt,209,2,Trondheim,23pv3z-0,"2 menn i 20-årene brøt seg inn og klatret opp i ei kran på byggeplass, nektet å komme ned slik at brannvesenet måtte rykke ut. Mennene anmeldes for innbrudd og de får også regning fra brannvesenet for deres utrykning. ",2023-09-24 00:07:50.328080900+00:00,
16930,23c93j,Sør-Øst Politidistrikt,204,4,Kongsberg,23c93j-0,13:18 Melding om en bil som kjørte over en midtrabatt og kjørte ned et skilt (retningsskilt). Patruljen vært i kontakt med førere. Opprettes sak på kjøringen. Beslag av førerkort. ,2023-06-11 13:21:52.678840400+00:00,
4931,235p72,Vest Politidistrikt,207,1,Bergen,235p72-0,"Kl. 0240: Vi rykket ut til området med flere patruljer etter flere meldinger om bil som råkjørte. Vi påtraff en bil som stanset, men to personer løp fra bilen. En av personene innhentet av politihund. Personen mindreårig. Bil også stjålet.",2023-09-23 03:59:39.612993600+00:00,
12131,23w3mk,Trøndelag Politidistrikt,209,4,Verdal,23w3mk-0,"Politiet har hatt en promillekontroll ved Kjærhaugen. 31 kontrollerte, ingen utslag på promille. ",2023-08-05 20:14:33.762805300+00:00,
309,238kn3,Finnmark Politidistrikt,212,3,Hammerfest,238kn3-0,: kl. 1338: melding om automatisk brannalarm fra en adresse i sentrum. Politiet og brann drar til stedet. Melding om røyk fra boligen. Kommer tilbake med oppdatering.,2023-10-22 12:17:20.637114700+00:00,
16427,23gxhf,Sør-Øst Politidistrikt,204,4,Modum,23gxhf-0,"13:30 Politiet er på stedet etter melding om mopedbil som har veltet. Trolig ingen personskade, men det er mistanke om ruskjøring. Politiet undersøker omstendighetene og sak opprettes.",2023-06-21 11:49:28.662785600+00:00,
6000,23q7ht,Troms Politidistrikt,211,4,Bardu,23q7ht-0,"To personer i 20-årene er brakt til lege for nærmere konsultasjon, etter å ha blitt påkjørt av en personbil. Hendelsen har skjedd inne på et militært område. Blodprøve sikret, da fører mistenkes for å ha vært påvirket. ",2023-09-15 23:31:27.740021800+00:00,
6842,23ps6l,Nordland Politidistrikt,210,5,Bodø,23ps6l-0,Mann i 50 årene har tippet på sykkel og muligens pådratt seg hodeskader. Er fraktet til sykehus. Ingen andre personer eller kjøretøy involvert. Politiet gjør undersøkelser på stedet.,2023-09-10 14:16:28.789197100+00:00,
3666,23s9fn,Møre og Romsdal Politidistrikt,208,12,Ålesund,23s9fn-0,"Kl 2340 - Ein vektar på ein utestad vert meld for kroppskrenking etter hardhendt behandling av ein gjest. Gjesten vart påført eit sår i hovudet.
Gjesten skal ha opptrådd vanskelig overfor vektarane på utestaden.",2023-10-01 02:50:11.891135300+00:00,
12357,23p22x,Vest Politidistrikt,207,7,Ullensvang,23p22x-0,"To spanske turistar bad om hjelp, gått sidan kl 12 i dag, våte, kalde, slitne. Lósa inn i ein av nødbogane, forklart at der er pledd og nødrasjon. Turistane svært glade over redninga/""tilbodet"", blir der til det lysnar av dag og kreftene er tilbake.",2023-08-04 04:10:48.213415+00:00,
575,234c6v,Sør-Øst Politidistrikt,204,2,Drammen,234c6v-0,01:11 - Mann i 40-årene bortvist fra sentrum etter kranglete og ufin oppførsel. ,2023-10-20 23:17:45.548546600+00:00,
2514,23gdcb,Trøndelag Politidistrikt,209,4,Stjørdal,23gdcb-0,"Patrulje på stedet på trafikkuhell, fører, mann i 60-årene, har truffet fundament på brua.  Det er skader på bil, fører fremstår uskadet, men viser seg å være påvirket av alkohol. Fører blir fremstilt legevakta for bevissikring.",2023-10-08 11:35:36.707406600+00:00,
11200,23011m,Agder Politidistrikt,205,4,Lindesnes,23011m-0,"Trafikkulykke på E39 ved Mones, påkjørsel bakfra, begge kjøretøyene skal være fjernet fra veibanen. Uvisst om det er personskade, nødetatene er på vei. ",2023-08-12 13:25:30.765815+00:00,
10765,2326kj,Troms Politidistrikt,211,4,Senja,2326kj-0,Politiet har stanset en mann i 30 årene på moped. Han anmeldes for kjøring uten gyldig førerkort. Sak opprettes.,2023-08-15 13:58:29.303186200+00:00,
8078,23vzs8,Vest Politidistrikt,207,2,Bergen,23vzs8-0,kl. 2023: Vi rykker ut til stedet med flere patruljer etter melding om pågående slagsmål. Ukjent antall personer involvert. Ikke meldt om skadde personer per nå. Vi er bevæpnet i forbindelse med oppdraget. ,2023-09-02 18:30:22.429138500+00:00,
3668,2303ff,Troms Politidistrikt,211,2,Tromsø,2303ff-0,Politiet var vitne til en voldshendelse på Stortorget. Patruljen anmelder mannen for ordensforstyrrelse og han ble gitt et pålegg om å forlate sentrum.,2023-10-01 02:35:52.039900200+00:00,
789,23xlhd,Møre og Romsdal Politidistrikt,208,4,Kristiansund,23xlhd-0,"Trafikkulykke, en bil har kjørt ned et trafikkskilt i en rundkjøring på riksvei 70, fører av bilen er en kvinne i 70-årene fra Kristiansund. Ikke personskade. Politiet oppretter sak, og førerkortet er beslaglagt.",2023-10-19 14:46:23.156301600+00:00,
