,parent_id,district,districtId,label,municipality,message_id,text,createdOn,predicted
390,23j1l4,Sør-Øst Politidistrikt,204,1,Tønsberg,23j1l4-0,"Nødetater er på vei til Slagenveien etter melding om en elektrisk sparkesykkel skal ha kjørt inn i en stillestående bil. Ukjent skadeomfang, pr nå virker det ikke til å være alvorlig skade på person på elsparkesykkel. Ambulanse er på stedet nå, oppdateres. Politipatrulje har akkurat ankommet stedet, snakker med involverte parter nå, oppdateres. Person på elsparkesykkel har vondt i et bein, ellers uskadet.  Uhellet skjedde i forbindelse med at passasjer i bil skulle gå ut av bilen, elsparkesykkel traff da dør i lav fart. RETTELSE: det ble først meldt om en elsparkesykkel som er involvert i hendelsen - dette er ikke riktig. Det er en elsykkel som er involvert i hendelsen. Nødetater er ferdig på stedet, det er ikke synlige skader på bilen og minimalt med skader på elsykkel.",2023-06-13T13:05:44.251797+00:00,4
397,237jj5,Sør-Øst Politidistrikt,204,4,Kongsberg,237jj5-0,07:42 Melding om en bil som har kjørt i grøften. Politiet på stedet. En som har gjort en unnamanøver for et vilt. Bilberging er ordnet da bilen ikke var kjørbar. Ingen personskade. Ingen sak.,2023-10-14T06:15:03.5419668+00:00,1
404,237pxt,Agder Politidistrikt,205,3,Birkenes,237pxt-0,"Politipatrulje har foretatt åstedsundersøkelse etter melding om innbrudd og tyveri fra brakkerigg. Det er bla stjålet et skyteapparat, sambandsradioer og kamera. ",2023-10-25T07:03:26.959117+00:00,0
411,23tsj2,Agder Politidistrikt,205,5,Kristiansand,23tsj2-0,Politiet bistår bussjåfør med vanskelig passasjer. Ung jente har ikke betalt billett og oppfører seg generelt dårlig. Nektet og forlate bussen.,2023-08-29T16:41:05.2501491+00:00,7
418,234272,Trøndelag Politidistrikt,209,7,Trondheim,234272-0,"Meldt om person med softgun som skjøt på en parkert bil det satt en person i.  Bilisten ble skremt, og bilen påført skade.  Vi er i kontakt med begge partene, har tatt beslag i softgunnen og sak opprettes.",2023-08-10T01:41:48.6019606+00:00,1
424,239v1t,Sør-Øst Politidistrikt,204,4,Drangedal,239v1t-0,Nødetatene har rykket ut etter melding om trafikkulykke. En MC har kjørt av veien. MC fører er våken og fremstår ikke som alvorlig skadet. Ambulanse og politiet er på stedet. Ambulansepersonell undersøker MC sjåfør på stedet. Lege er også på vei til stedet. Det er ikke trafikale problemer. Ambulanse tar med pasienten til sykehuset for undersøkelser og behandling. MC fører som ble sendt til sykehus er en mann i 70 årene. Han kjørte sammen med 2 andre MC er når han skled og kjørte av veien.,2023-08-12T13:16:39.2696785+00:00,1
425,23487w,Vest Politidistrikt,207,1,Bergen,23487w-0,"Meldt om eit steinsprang i Dyngelandsvegen i enden av vegen mot Helldalen som i hovudsak har hamna i ei grøft, men også såpass i vegbanen at det er sagt at ein ikkje kan køyra forbi. Entreprenør varsla.",2023-07-15T08:51:44.882774+00:00,7
426,23s8kl,Sør-Øst Politidistrikt,204,7,Drammen,23s8kl-0,"Nødetatene får melding at to paraglidere er på vei ned i nødskjerm. Mulig disse kan ha krasjet i lufta. Nødetatene rykker ut. Oppdateres. Disse har trolig landet allerede, og det jobbes med å sjekke om alt har gått bra. Det jobbes med å lokalisere landingsstedet. Muligens nord for Hovjordet/syd for Årbogen. To luftambulanser er på vei mot stedet. Det kan virke som om dette har gått bra. Politiet er i dialog med begge på telefon. De to har landet i terrenget øst for Årbogen. Begge paraglidere har landet i trær, men er trolig ikke skadet. Det jobbes med å lokalisere dem nøyaktig, og få dem trygt ned. Et Seaking redningshelikopter er på vei til stedet for å løfte de to ut. De skal være uskadet, men er høyt oppe i trær. Man vil løse frigjøringen fra bakkenivå, og redningshelikopteret returnerer til Rygge. En av de to er nå trygt på bakken. Begge er trygt på bakken. Det jobbes med å få ned fallskjermene.",2023-06-17T10:11:59.127103+00:00,12
429,23cclp,Sør-Øst Politidistrikt,204,4,Larvik,23cclp-0,"kl 16:37 - Politiet er ved rundkjøringen ved Elveveien etter melding om trafikkuhell. Enslig kjøretøy som har kjørt ut av veien. Noe trafikale utfordringer på stedet.  Bilberger er fremme på stedet. Et felt er sperret i forbindelse med berging. Bilen er berget, bilfører, mann i 20 årene anmeldes for forholdet og fikk førerkortet midlertidig beslaglagt. Politiet avslutter på stedet.",2023-08-29T15:22:34.1529453+00:00,1
430,235cwf,Sør-Øst Politidistrikt,204,9,Drammen,235cwf-0,"01:10 Melding om ordensforstyrrelse på en privatadresse. Politiet på stedet påla en mann i 20-åra å holde ro resten av natten. . 02:45 Innkom ny melding om ordensforstyrrelse på stedet, samme mann involvert. Politiet på stedet kjørte mannen vekk fra adressen. Han blir anmeldt for å ikke ha fulgt pålegg og for skadeverk, da en rute ble knust på stedet.",2023-09-27T01:24:35.6678139+00:00,5
437,23lhss,Agder Politidistrikt,205,3,Kristiansand,23lhss-0,En person  er pågrepet for innbrudd på byggeplass på stedet. Den pågrepne ble tatt inne i gml Fylkeshuset etter å ha banet seg adgang til bygget. Vedk var i besittelse av kniv og anmeldes også for dette. Innsatt i arrest.,2023-09-01T00:39:57.2259399+00:00,0
440,23t0rt,Agder Politidistrikt,205,0,Kristiansand,23t0rt-0,"Vi har foretatt åstedsundersøkelse etter melding om grovt tyveri fra parkert kjøretøy, skjedd i løpet av dagen. Knust vindu og stjålet diverse gjenstander av mindre verdi fra bilen. Vi oppretter sak.",2023-08-27T14:41:21.0577582+00:00,3
442,23vc56,Sør-Øst Politidistrikt,204,3,Skien,23vc56-0,Kl 0500 i morges fikk politiet melding om innbrudd i bolig - også stjålet bil fra stedet. To personer kjørte derifra da vi ankom - traff politibilen. Ingen personskade. Bilen kjørte videre - ble funnet. Personene ble senere funnet av politidronen.,2023-10-10T08:16:31.4484877+00:00,0
448,23kw4j,Innlandet Politidistrikt,203,9,Hamar,23kw4j-0,Politiet fikk meldinger om at det ble kastet egg fra bil etter personer og på biler. Bilen ble stanset av politiet og tre menn i 20-åra blir anmeldt. ,2023-10-07T23:30:40.7554397+00:00,5
450,23t950,Sør-Øst Politidistrikt,204,10,Nome,23t950-0,00:08 - Politiet har fått melding om en shetlandsponni som er ute og traver i området Søve. Ingen merking eller annet. Dersom du savner en ponni: Ta kontakt med politiet på 02800. ,2023-06-18T22:20:37.341619+00:00,8
455,23bj5f,Innlandet Politidistrikt,203,3,Elverum,23bj5f-0,Meldt om innbrudd i 2 salgsboder. Borttatt en rekke kolli kioskvarer. Tatt seg inn i bodene ved å knekke en hengelås og et vindu med gitter. En del av varene funnet igjen gjemt i nærområdet. Forholdet anmeldes. Politiet har undersøkt åstedet.,2023-09-02T11:04:25.4266864+00:00,0
457,23tlq7,Sør-Øst Politidistrikt,204,1,Tønsberg,23tlq7-0,"Kl 23:00 fikk politiet melding om mulig påvirket båtfører. En mann i 20 årene ble tatt kontroll på, og prøver er tatt av han. ",2023-06-26T23:40:33.3820472+00:00,11
460,23xp17,Innlandet Politidistrikt,203,4,Nordre Land,23xp17-0,"Kl. 1540: Trafikkulykke. En mc med 2 personer har kjørt i grøfta. 1 person er skadet. Nødetatene er på stedet. En luftambulanse ventes til stedet. Skjedd på mindre sideveg. Det var fører som var skadet. Denne er kjørt i ambulanse til Gjøvik sykehus. Passasjer fremsto som uskadd, men har blitt med til sykehuset.
Fører var bevisst. Ikke behov for luftambulanse på stedet.",2023-09-02T14:11:28.7718709+00:00,1
468,23qlr7,Agder Politidistrikt,205,11,Farsund,23qlr7-0,Kl. 0653. Melding om båt som er funnet drivende i Farsund . Båten er tauet inn til gjestebrygga. Modellen skal være en Rinker Fiesta Vee 270. Blå og hvit. Politiet ber eier ta kontakt for å avklare om den er slitt eller mulig stjålet. ,2023-08-28T05:23:32.3853789+00:00,3
471,23v9kj,Møre og Romsdal Politidistrikt,208,7,Sykkylven,23v9kj-0,En person er anmeldt av politiet for bæring av kniv på offentlig sted.,2023-09-23T18:59:38.3998175+00:00,5
476,23ksxg,Sør-Øst Politidistrikt,204,12,Sør-Øst politidistrikt,23ksxg-0,"Politiet ønsker minst mulig biltrafikk i kommunene som har vært rammet av flom og skred i Hallingdal den siste tiden, og ber om at bilister unngår både hovedveier og tilstøtende veier i området inntil videre.",2023-08-09T11:56:39.9598146+00:00,1
487,23cqq0,Vest Politidistrikt,207,6,Øygarden,23cqq0-0,"kl. 1955: Vi er på stedet etter melding om slagsmål mellom to personer utendørs like ved Sartor senter. Vi har kontroll. En av personene skadet, så det er sendt ambulanse mot stedet. Begge involverte er mindreårige.  Vi er i kontakt med foresatte. Vi avhører også vitner på stedet. En av de involverte kjøres legevakt for en sjekk. Vi oppretter sak.",2023-08-04T18:38:45.9033656+00:00,5
490,23cp79,Innlandet Politidistrikt,203,1,Sel,23cp79-0,"Trafikkulykke på baksida ved Sjoa. 1 personbil har kjørt i grøfta og inn i et tre. Nødetatene er på stedet. Ukjent skadeomfang ift personskade.
Oppdateres ved ny info. Oppdatering: Det var 3 personer i bilen. 1 kjøres Lillehammer Sykehus,  1 flys til sykehus og 1 passasjer er meldt omkommet. Nærmeste pårørende er varslet. Nødetatene jobber videre på stedet. Kriminalteknikere og ulykkesgruppe fra Vegvesenet er på vei. De 3 involverte har familiær tilknytning. Den omkomne er en dame i 70-årene. De 2 andre er menn i 50 og 80-årene. Alle 3 er bosatt i Sel kommune. Situasjonen er kritisk for mannen i 80-årene. Pårørende er informert. Sel kommune har etablert Kriseteamet. Undersøkelser på ulykkesstedet er ferdig og vegen er åpnet.",2023-10-12T14:30:52.1636817+00:00,4
494,23k7vr,Troms Politidistrikt,211,4,Nordreisa,23k7vr-0,"nødetatene rykker ut til utforkjøring i Sørkjosen. En personbil har kjørt av vegen, to personer i bilen. Det opplyses innledningsvis om lettere personskade.  på de involverte. Saken oppdateres. involverte personer er uskadde, en del materielle skader på bil og et autovern. Fører, en ung mann i tenårene fremstilt for blodprøve grunnet mistanke om ruspåvirket kjøring. Førerkortet hans er beslaglagt, sak opprettes.",2023-09-24T02:51:19.0228433+00:00,1
499,230mnp,Trøndelag Politidistrikt,209,7,Indre Fosen,230mnp-0,Politiet har nå kontroll på en mann som var utaggerende overfor helsepersonell.  Mannen blir anmeldt for vold mot ambulansepersonell og blir satt i arrest.,2023-09-17T14:23:00.527393+00:00,5
501,23z50v,Sør-Øst Politidistrikt,204,7,Tønsberg,23z50v-0,"Politiet har bortvist en kvinne i 30-årene fra sentrum, etter en ordensforstyrrelse på Farmandstorget. Kvinnen hadde utagerende atferd. Det har ikke blitt utøvd vold på stedet.",2023-08-13T16:11:55.6416978+00:00,5
505,23rffv,Vest Politidistrikt,207,1,Øygarden,23rffv-0,"kl 0841: Meldt om trafikkuhell på vestsiden av Sotrabroen, retning Øygarden. MC kjørt inn i bil bakfra. Politi og ambulanse på stedet. Involverte våken og bevisst. Tilsees av ambulanse. Trafikken flyter forbi skadestedet. Politiet avslutter på stedet. Oppretter sak. Førerkortbeslag på fører av MC - en mann i 30-årene. Han er tatt med av ambulanse til legevakt for sjekk.",2023-08-23T06:57:11.3194141+00:00,4
511,23zvpd,Sør-Øst Politidistrikt,204,1,Larvik,23zvpd-0,21:30 Politiet har fått flere meldinger om MC (Crossere) som kjører stygt. Det er 2-3 forskjellige crossere vi får melding om. De er ikke tatt. Kjøringen er så dårlig og uforsvarlig at de setter vanlige folk i fare. Vi har fått video av noen hendelser.  Vi fikk bistand fra politihelikopteret en kort periode da de var i nærheten. Vi ønsker at publikum sier i fra når de opplever dette.,2023-07-25T20:28:29.0579842+00:00,7
513,230qj6,Trøndelag Politidistrikt,209,5,Trondheim,230qj6-0,"En mann har blitt uprovosert slått ned ved Bakke bro. Har vært bevisstløs, har blitt tatt med til sykehuset for behandling. Ukjent skadegrad.  Politiet oppretter anmeldelse. Fornærmede har fått kutt skader i ansiktet og blir på sykehuset for nærmere undersøkelser.  Politiet etterforsker videre i saken.",2023-09-02T00:21:40.3014613+00:00,6
538,2378n2,Sør-Øst Politidistrikt,204,7,Skien,2378n2-0,"KL 18:57 flere meldinger til politiet om at en båt har kjørt på land. På nordsiden av Menstadbrua og østsiden av elva. Trolig ingen personskader, og båten ser rimelig hel ut. Politiet rykker ut. Patrulje i kontakt med mannlig båtfører. Han er uskadet. Vi undersøker litt videre. Båten er kjørt skikkelig på land. Mistanke om at båtfører er påvirket, så det blir tatt prøver av han. Mann i 40 åra. Båten må sikres fra å slite seg fra nåværende posisjon.",2023-06-24T17:09:21.1906035+00:00,11
542,237xvl,Trøndelag Politidistrikt,209,4,Rennebu,237xvl-0,"Vi rykker ut til en trafikkulykke mellom to kjøretøy på E6 nord for Buvatnet ved Berkåk. Skal ikke være alvorlig personskade, men det er trafikale utfordringer på stedet. Nødetatene har rykket ut. Alle involverte i trafikkulykken er uskadd,  driver med bilberging på stedet.  Fortsatt et kjørefelt er stengt. Veien er nå ryddet og åpnet igjen. En av bilene kom over i motsatt kjørefelt og traff den andre bilen. Mann i 30 - åra er mistenkt og førerkortet er tatt i beslag.",2023-07-21T17:08:14.0549171+00:00,1
545,23vx8q,Sør-Øst Politidistrikt,204,1,Tønsberg,23vx8q-0,Kl. 12:30 En mann i 40-årene parkerte sin bil veldig skjevt på en P-plass. Ved kontroll så viser det seg at han er beruset. Utåndingsprøve blir tatt og mannen blir anmeldt. ,2023-08-25T11:38:07.1551185+00:00,5
550,23xf66,Sør-Øst Politidistrikt,204,4,Skien,23xf66-0,Kl: 03:07 Politipatrulje kom over en mann som hadde falt av en sykkel og slått hodet i bakken. Ambulanse ble kontaktet og mannen ble kjørt til sykehus for undersøkelser og evt. behandling. Mannen var i 40 årene. ,2023-05-28T01:44:32.8272103+00:00,6
552,234ttx,Sør-Øst Politidistrikt,204,7,Porsgrunn,234ttx-0,"Nødetatene rykker ut, og bistår industrivernet på stedet - etter melding om lekkasje av saltsyre innendørs. Ambulansepersonell skal se til en person, uviss skadeomfang for politiet pr nå. Vi oppdaterer så raskt vi har flere opplysninger.  Nødetatene har ankommet Industriparken - og er etablert i KO. Det skal dreie seg om 50-60 liter med saltsyre som er lekket ut innendørs. Lekkasjen skal være stengt. Antall som har blitt eksponert skal være tre. Skadeomfang ukjent for politiet. To personer er kjørt til sykehus og en person får behandling på stedet. Politiet kjenner ikke til skadesituasjonen til disse. Alle er ansatte på stedet.  Det er kontroll på lekkasjen og ikke fare for nye ifølge fagfolk. Vi oppdaterer. De tre som er skadet er tre menn fra Telemark. En i 30-årene, en i 40-årene og en i 50-årene. Politiet kan fortsatt ikke si noe om skadegrad. Vi etterforsker hendelsen og forsøker å finne ut årsakssammenheng - flere oppdateringer har vi ikke nå. Patruljene våre er i ferd med å avslutte etterforskningen etter hendelsen inne på Herøya Industriområde. Vi har ingen nye opplysninger å gå ut med pr nå - verken når det gjelder årsakssammenheng eller skadestatus for de tre som er på sykehus.",2023-10-22T09:25:02.7762628+00:00,4
553,23zc9n,Trøndelag Politidistrikt,209,3,Trondheim,23zc9n-0,Patrulje har søkt etter en gjerningsperson som forsøkte å stjele en elsykkel ved bruk av vinkelsliper. Gjerningspersonen ble ikke funnet.,2023-10-03T01:30:46.1282617+00:00,6
558,234s82,Vest Politidistrikt,207,7,Bergen,234s82-0,Meldt fra drosjesjåfør om to passasjerer som var truende og nektet å betale. Ingen fysisk skadet. Ut fra truslenes art er to menn (i 20 og 30-årene) pågrepet og innsatt i arrest. Sak opprettet.,2023-09-13T03:30:02.0518493+00:00,5
562,23ll8t,Sør-Øst Politidistrikt,204,3,Tønsberg,23ll8t-0,Kl. 09:49 - Patrulje har vært på åstedsundersøkelse ved et båtopplag i #Semsbyveien. Der har det i løpet av natten vært innbrudd og det er stjålet båtdeler og båtmotorer. Politiet oppretter sak på forholdet.,2023-09-01T10:00:09.8962874+00:00,0
570,23ht4z,Nordland Politidistrikt,210,12,Meløy,23ht4z-0,Båt har kantret. Flere personer i sjøen. Det pågår livreddende førstehjelp på stedet. Nødetater på vei.,2023-08-25T23:28:10.3479479+00:00,11
578,23vjxb,Vest Politidistrikt,207,6,Kinn,23vjxb-0,Klokken 0242 fikk politiet melding om slagsmål. flere personer involvert. Politiet rykket ut til stedet. Kontroll på en person med hevelse rundt øye. Dei andre som var involvert i slagsmålet er forsvunne frå staden.  Politiet oppretter sak.,2023-09-05T02:30:37.9399489+00:00,5
582,23704t,Øst Politidistrikt,202,4,Indre Østfold,23704t-0,"Kl 23.03: Melding om trafikkulykke på Heensveien mellom personbil og en elg. Store materielle skader på bil, mindre skader på en person. Elgen døde på stedet. Nødetatene er ferdige på stedet. Fører av bil kjøres til Kalnes for mulig armbrudd.",2023-07-19T22:16:01.1788441+00:00,1
588,23gqws,Sør-Øst Politidistrikt,204,1,Tønsberg,23gqws-0,"Kl. 0025: Politiet forsøkte og stanse et stjålet kjøretøy på E18 fra Lier til Tønsberg. Bilen var stjålet fra Øst politidistrikt. Fører, en gutt i tenåra stanset ikke for veisperring og kjørte ned to bommer ved stengte tunneler langs E18.  Fører stanset selv like utenfor E18 i Tønsberg. Ingen skade på person. Sak opprettet.",2023-07-31T04:29:07.47108+00:00,3
601,235s9c,Innlandet Politidistrikt,203,1,Ringsaker,235s9c-0,kl. 10:32: Melding om fører av personbil som var åpenbart beruset ved Shell Moelv. Politiet pågrep fører like etter. Vedkommende blir også anmeldt for vold mot offentlig tjenesteperson. Politiet ønsker å rose vitner som varslet oss raskt om hendelsen.,2023-10-14T10:59:09.9214851+00:00,5
608,231xtb,Sør-Øst Politidistrikt,204,4,Larvik,231xtb-0,"Nødetatene er på E18 Bommestad nordgående retning etter melding om trafikkulykke med bil og bobil involvert. Ett felt er stengt pr-.nå. Oppdateres. Påkjørsel bakfra ifm. filskifte. 1 person er kjørt sykehus med ambulanse. Bilberging er på vei og trafikken dirigeres forbi i ett felt. Det var totalt 3 biler involvert og 5 personer, hvorav 1 av disse ble kjørt sykehus grunnet nakkesmerter. Politiet har avhørt involverte og oppretter sak. Veien er helt åpen igjen.",2023-08-10T14:14:38.7351662+00:00,1
612,2321cn,Vest Politidistrikt,207,7,Bergen,2321cn-0,"kl 1622: nødetatene rykket ut etter melding om gasslukt ombord på fly. Flyet er landet, passasjerer evakuert ut. Brannvesenet på stedet og undersøker. Trolig dunst fra hydraulikkolje som er kommet i ventilasjonen. 150 pax ombord i flyet. 13 av disse rapportert om lettere symptomer. Tilsett av helse på stedet. Ingen med behov for videre oppfølging.",2023-09-11T14:43:01.0656586+00:00,2
619,23ps6l,Nordland Politidistrikt,210,4,Bodø,23ps6l-0,Mann i 50 årene har tippet på sykkel og muligens pådratt seg hodeskader. Er fraktet til sykehus. Ingen andre personer eller kjøretøy involvert. Politiet gjør undersøkelser på stedet.,2023-09-10T14:16:28.7891971+00:00,1
621,23pdvs,Sør-Øst Politidistrikt,204,5,Skien,23pdvs-0,Kl. 13:45 Broen er midlertidig stengt av politiet pga et helsetilfelle. Omkjøring etter eget ønske. Broen vil snart åpnes igjen.  Broen er åpen for alminnelig ferdsel igjen.,2023-06-16T11:52:20.8852265+00:00,1
622,232w6h,Agder Politidistrikt,205,5,Arendal,232w6h-0,"Politiet har bistått en bussjåfør med å vekke to passasjerer, begge har nå forlatt bussen. ",2023-10-12T14:46:58.7881835+00:00,7
628,234tj3,Sør-Øst Politidistrikt,204,12,Sør-Øst politidistrikt,234tj3-0,"Flere områder rundt Drammensvanndraget er nå evakuert. Politiet har fått melding om at flere befinner seg i disse områdene . 
Politiet ber om at man forholder seg til retningslinjer gitt av kommunen av hensyn til egen sikkerhet.",2023-08-10T19:59:04.8336275+00:00,5
635,231cnw,Innlandet Politidistrikt,203,4,Elverum,231cnw-0,"Kl. 2216, Fv. 2126, Langholsvegen. Utforkjøring. En personbil med 4 personer har kjørt i grøfta. Mulig 1 person er noe skadet. Nødetatene er på veg til stedet. Ikke tegn til skade på involverte, men alle 4 sendt legevakt for sjekk. Fører, mann i slutten av tenårene, fått sitt førerkort midlertidig beslaglagt. Sak opprettes.",2023-09-22T20:29:27.0012364+00:00,1
636,236jnx,Sør-Øst Politidistrikt,204,1,Drammen,236jnx-0,"kl 23:33 - Politiet observerte biler som kappkjørte på E18. En bil kjørte E18 sørgående til Sande. Bilen forsøkte å unndra seg og kjørte gjennom en grind og ut på et jorde, hvor de så løp fra bilen.  Politiet lokaliserte personene tilknyttet kjøretøyet med hjelp av hundepatrulje og politihelikopter. Anmeldes for forholdene.",2023-06-09T22:18:24.9786283+00:00,4
641,23l7pf,Trøndelag Politidistrikt,209,4,Melhus,23l7pf-0,Melding om singelulykke MC som har veltet. Politi og amb på vei til Hølondvegen / Olderøyvegen. Pasienten er bevisst.,2023-10-12T14:24:28.111794+00:00,1
645,230f0c,Sør-Øst Politidistrikt,204,0,Tønsberg,230f0c-0,"Det har vært flere grove tyveriet fra bedrifter i Tønsberg, Stokke, Larvik -og en nesten ny BMW ble ribbet i Revetal. Fra Lier var det et pågående innbrudd som ble avbrutt og en mann pågrepet. Han fremstår profesjonell med utstyr og samband. Det er stjålet for store verdier. Vi har foretatt åstedsundersøkelser på alle steder. Vi ber likevel at folk og bedrifter er ekstra årvåkne og passer på at alarmer fungerer - og at vi ringes umiddelbart om noe er pågående eller har funnet sted.",2023-10-10T11:41:20.4369863+00:00,3
648,231qbd,Øst Politidistrikt,202,4,Nordre Follo,231qbd-0,"Singelulykke på Høyungsletta. Politiet er fremme på skadested.  Bil har kjørt av veien og truffet berget. Fører, mann i 20 årene, er alene i bilen. Fremstår moderat skadet. Kjøres til sykehus av ambulanse. Årsak til uhellet er ikke kjent.",2023-10-10T04:24:31.7851662+00:00,1
656,23glv5,Vest Politidistrikt,207,7,Lærdal,23glv5-0,"Kl. 1547 - Jordras: Meldt om stort jordras på strekningen mot gamle fergekaien. Trær og store vannmengder. Ingen personer eller kjøretøyet observert tatt av raset. Uviss størrelse pr nå. Veien er sperret. Politi- og brannmannskaper er på staden.  HRS sender et redningshelikopter over rasområdet. VTS stenger vegen fra Aurdal. Ingen personer er meldt savnet. Ingen boliger i området rundt rasstedet. Nødetatene på staden melder at det høres at det går flere mindre ras i området. HRS omprioriterer helikopteret til annet oppdrag. Fremdeles ikke meldt at personer er tatt/observert i raset. Lærdal kommune har etablert krisestab. Ingen personer er savnet eller observert tatt i raset. Ingen personer er evakuert. Er blitt benyttet drone i området for å få god oversikt over rasområdet. Lærdal kommune vil etter hvert vurdere rydding av veien. Veien inn mot rasstedet er sperret. Kommune og øvrige etater foretar vurderinger i fellesskap om videre tiltak rundt værforhold, opprydding m.m.",2023-08-08T14:03:03.4240271+00:00,12
659,23gzg2,Møre og Romsdal Politidistrikt,208,7,Sykkylven,23gzg2-0,Arbeidsuhell ved en bedrift i Sykkylven. Mann skadd i ei hånd/finger. Patrulje på stedet for undersøkelser. Sak oprettes.,2023-08-24T08:54:44.6489268+00:00,4
667,23bffz,Sør-Øst Politidistrikt,204,3,Tønsberg,23bffz-0,kl 00:59 - Vaktselskap meldte om innbruddsalarm fra en byggvarebedrift. Politiet rykket ut. På stedet fremsto det som noen hadde brutt seg inn. Politiet oppretter en sak på forholdet. ,2023-06-29T00:03:38.2615596+00:00,0
678,23x9k9,Agder Politidistrikt,205,6,Arendal,23x9k9-0,"03:40. En mann anmeldes for kroppskrenkelse, etter å ha kastet en gjenstand mot ansatt ved legevakten. Vedkommende ble bortvist fra stedet.",2023-08-15T04:42:44.452138+00:00,5
688,238wd0,Vest Politidistrikt,207,0,Kinn,238wd0-0,"Kl. 0307: Meldt fra boligadresse i Gate 4 at en ukjent mannsperson hadde tatt seg inn i 1. etasje og videre inn på et toalett. Vedkommende var alene og svært beruset. I 20-årene. Politi og brannvesenet rykket ut og fikk kontroll på vedkommende.  Personen hadde ikke vært fysisk mot noen. Ingen påført skader. Mistenkte utført en del skadeverk på toalettet. Ikke behov for helsetilsyn. Mistenkte blåste til over 2 i promille. Ikke bosatt i Måløy, men tilhørighet om bord i en fiskebåt. Familien på fire befant seg i boligen. Ingen påført skader, men naturligvis skremt av hendelsen. Mistenkte er nå overlevert skipper og øvrig mannskap på fiskebåten. Kjent id på vedkommende. Blir anmeldt for innbrudd og skadeverk.",2023-09-26T02:29:29.1063892+00:00,7
696,23tgln,Agder Politidistrikt,205,5,Arendal,23tgln-0,Mann i 20 årene hevder seg utsatt for vold. Kjørt til legevakt for sjekk. Politiet oppretter sak. ,2023-07-15T00:07:04.802287+00:00,6
704,23dc0s,Innlandet Politidistrikt,203,3,Tynset,23dc0s-0,"Kl 0916 Meldt om traktor som hadde veltet ute på et jorde. Nødetatene varslet.
Traktor hadde veltet over på siden, men ikke gått rundt. Fører fremstår uskadd, men kjøres legevakt for sjekk. Ingen lekkasjer. Følges opp videre.",2023-10-05T08:09:43.236902+00:00,1
705,23s6rs,Nordland Politidistrikt,210,3,Vefsn,23s6rs-0,Denne meldingen har blitt trukket.,2023-07-25T18:49:20.2170398+00:00,1
707,231892,Vest Politidistrikt,207,1,Tysnes,231892-0,"Meldt om lang ferjekø og tilløp til kaos, men det er håp: det er eigne dirigentar på kaien og ferja går i rute.",2023-07-16T12:45:29.255458+00:00,7
708,23j5jh,Møre og Romsdal Politidistrikt,208,4,Ålesund,23j5jh-0,Det har vært en fallulykke om bord i en båt som ligger til kai i ytre bydel. En mann er fraktet akuttmottaket med alvorlige skader. Det er pr nå usikkert om ulykken har skjedd i forbindelse med arbeid eller fritid. Politiet er på stedet og har iverksatt etterforskning.,2023-10-21T19:12:47.8259374+00:00,12
709,23nfd1,Sør-Øst Politidistrikt,204,7,Tønsberg,23nfd1-0,Patruljene rundt om i distriktet melder om at det har vært mange folk ute i det offentlige rom - både til lands og til vanns. Til tross for det har de ikke vært noen store/alvorlige hendelser i politidistriktet. 4 personer er totalt kjørt arrestene våre. ,2023-07-15T04:35:54.1346365+00:00,5
711,23d49x,Vest Politidistrikt,207,5,Bergen,23d49x-0,"kl 0200: nødetatene rykket ut etter melding om to personer i vannet. Viste seg å være to menn som hadde hatt et lite håndgemeng i forkant. Hjalp hverandre opp, vel forlikte. Ingen anmeldelse.",2023-10-22T04:26:59.5741663+00:00,7
713,2388pc,Troms Politidistrikt,211,6,Tromsø,2388pc-0,Politiet har innbrakt en mann til arrest. Mannen tok seg inn i et hus og utøvde vold mot 2 personer. Politiet har kontroll på stedet og har startet med avhør av de involverte. Sak opprettes. ,2023-08-11T21:37:09.632707+00:00,5
728,231nzd,Agder Politidistrikt,205,1,Tvedestrand,231nzd-0,En person går i veien og skriker. Politiet er på veg til stedet. Kjør forsiktig. Politiet er på stedet og i kontakt med aktuell person. Er beruset og ikke i stand til å ta vare på seg selv. Kjøres legevakt for sjekk og evt til drukkenskapsarrest om vedk ikke blir innlagt.,2023-08-20T14:34:34.8177997+00:00,6
730,237mvh,Nordland Politidistrikt,210,4,Bodø,237mvh-0,Melding om to personbiler som har kjørt i hverandre. De involverte er ute av kjøretøyene. Nødetatene på vei.  Snakk om påkjørsel bakfra. Begge bilene er flyttet ut av veien. Veien er åpen. To personer fraktes videre til lege for sjekk.,2023-10-03T08:01:58.4866005+00:00,1
735,23mjtk,Vest Politidistrikt,207,6,Kvinnherad,23mjtk-0,"kl 0224: Me vore på staden etter melding om slagsmål. To personar slåst, ein av dei fått skadar i hovud og hand. Ikkje behov for helsehjelp. Me opprettar sak. Dei involverte er menn, ein i 20-åra og ein i 50-åra. Dimittert etter snakk med politiet.",2023-09-24T04:09:53.2217342+00:00,5
736,23c1xq,Øst Politidistrikt,202,4,Nordre Follo,23c1xq-0,Ambulanse og en politipatrulje rykker ut til Gamle Mossevei. Melding om en syklist som har kollidert med et tre. Saktegående trafikk på stedet. Kvinne i 50 årene overtas av helse. Smerter i en arm. Syklet på en gammel trestamme langs veien. Vi avslutter på stedet.,2023-08-24T16:14:06.6481339+00:00,1
